gisjoin,year,n_couples,n_same_bpl,icm_rate
G1901970,1910,1458,568.0,0.3895747599451303
G2001.00,1910,4183,1404.0,0.3356442744441788
G2003.00,1910,2059,698.0,0.3389995143273434
G2001630,1910,1503,508.0,0.3379906852960745
G2001430,1910,1552,552.0,0.3556701030927835
G2001450,1910,1220,462.0,0.3786885245901639
G2001470,1910,1792,544.0,0.3035714285714285
G2001650,1910,532,166.0,0.3120300751879699
G2001510,1910,1719,609.0,0.3542757417102967
G2001530,1910,581,161.0,0.2771084337349397
G2001590,1910,2137,783.0,0.3664014974262986
G2001610,1910,1523,563.0,0.3696651346027577
G2001810,1910,626,173.0,0.2763578274760383
G2001630,1940,90,60.0,0.6666666666666666
G2001650,1940,36,22.0,0.6111111111111112
G2001730,1940,1288,507.0,0.3936335403726708
G2001810,1940,38,15.0,0.3947368421052631
G2001850,1940,91,61.0,0.6703296703296703
G2001870,1940,10,3.0,0.3
G2001930,1940,60,38.0,0.6333333333333333
G2001970,1940,81,48.0,0.5925925925925926
G2002010,1940,107,73.0,0.6822429906542056
G2002030,1940,17,12.0,0.7058823529411765
G2002050,1940,197,105.0,0.5329949238578681
G2002070,1940,81,50.0,0.6172839506172839
G2002090,1940,998,416.0,0.4168336673346693
G21035.0,1940,211,167.0,0.7914691943127962
G21039.0,1940,75,67.0,0.8933333333333333
G21041.0,1940,82,69.0,0.8414634146341463
G21045.0,1940,167,160.0,0.9580838323353292
G21053.0,1940,96,83.0,0.8645833333333334
G21055.0,1940,121,104.0,0.859504132231405
G21057.0,1940,93,89.0,0.956989247311828
G21061.0,1940,124,118.0,0.9516129032258064
G21065.0,1940,170,160.0,0.9411764705882352
G21069.0,1940,140,132.0,0.9428571428571428
G21073.0,1940,181,163.0,0.9005524861878453
G2101170,1940,794,529.0,0.6662468513853904
G2101210,1940,258,233.0,0.9031007751937984
G2101230,1940,98,96.0,0.979591836734694
G2101250,1940,215,201.0,0.9348837209302324
G2101330,1940,314,236.0,0.7515923566878981
G2101350,1940,147,127.0,0.8639455782312925
G2101370,1940,186,162.0,0.8709677419354839
G2101410,1940,203,168.0,0.8275862068965517
G2101430,1940,72,68.0,0.9444444444444444
G2101450,1940,461,344.0,0.7462039045553145
G2101510,1940,250,220.0,0.88
G2101530,1940,147,146.0,0.9931972789115646
G2102130,1940,123,82.0,0.6666666666666666
G2102150,1940,71,71.0,1.0
G2102170,1940,124,111.0,0.8951612903225806
G2102190,1940,106,84.0,0.7924528301886793
G2102250,1940,154,138.0,0.8961038961038961
G2102270,1940,308,254.0,0.8246753246753247
G2102310,1940,155,140.0,0.9032258064516128
G2102350,1940,284,245.0,0.8626760563380281
G2102390,1940,92,83.0,0.9021739130434784
G22025.0,1940,91,71.0,0.7802197802197802
G22035.0,1940,51,30.0,0.5882352941176471
G22037.0,1940,31,27.0,0.8709677419354839
G22055.0,1940,290,265.0,0.913793103448276
G22057.0,1940,285,270.0,0.9473684210526316
G22077.0,1940,108,99.0,0.9166666666666666
G22081.0,1940,98,78.0,0.7959183673469388
G22083.0,1940,161,101.0,0.6273291925465838
G22085.0,1940,180,137.0,0.7611111111111111
G22087.0,1940,54,46.0,0.8518518518518519
G22089.0,1940,72,67.0,0.9305555555555556
G22095.0,1940,62,59.0,0.9516129032258064
G2303.00,1940,520,433.0,0.8326923076923077
G2305.00,1940,877,582.0,0.6636259977194983
G2309.00,1940,308,268.0,0.8701298701298701
G24019.0,1940,501,400.0,0.7984031936127745
G24023.0,1940,278,183.0,0.658273381294964
G24027.0,1940,98,79.0,0.8061224489795918
G24029.0,1940,743,317.0,0.4266487213997308
G24033.0,1940,95,76.0,0.8
G24035.0,1940,144,120.0,0.8333333333333334
G24039.0,1940,139,98.0,0.7050359712230215
G24041.0,1940,652,422.0,0.647239263803681
G2509.00,1940,1825,1150.0,0.6301369863013698
G25017.0,1940,3395,1987.0,0.5852724594992637
G25021.0,1940,1386,813.0,0.5865800865800865
G25027.0,1940,1624,958.0,0.5899014778325123
G2609.00,1940,69,48.0,0.6956521739130435
G26011.0,1940,39,31.0,0.7948717948717948
G26013.0,1940,19,11.0,0.5789473684210527
G26015.0,1940,199,149.0,0.7487437185929648
G26017.0,1940,355,270.0,0.7605633802816901
G26019.0,1940,57,38.0,0.6666666666666666
G26021.0,1940,575,270.0,0.4695652173913043
G26023.0,1940,247,131.0,0.5303643724696356
G26027.0,1940,175,104.0,0.5942857142857143
G26029.0,1940,81,54.0,0.6666666666666666
G26041.0,1940,100,60.0,0.6
G26043.0,1940,71,41.0,0.5774647887323944
G26067.0,1940,288,227.0,0.7881944444444444
G26073.0,1940,188,127.0,0.675531914893617
G26075.0,1940,741,455.0,0.6140350877192983
G26077.0,1940,726,443.0,0.6101928374655647
G26079.0,1940,31,20.0,0.6451612903225806
G26081.0,1940,1361,914.0,0.671565025716385
G26085.0,1940,18,8.0,0.4444444444444444
G26091.0,1940,457,288.0,0.6301969365426696
G26093.0,1940,176,132.0,0.75
G26097.0,1940,51,39.0,0.7647058823529411
G26099.0,1940,649,362.0,0.5577812018489985
G2601270,1940,82,52.0,0.6341463414634146
G2601290,1940,59,41.0,0.6949152542372882
G2601310,1940,35,20.0,0.5714285714285714
G2601330,1940,94,72.0,0.7659574468085106
G2601370,1940,22,11.0,0.5
G2601390,1940,301,232.0,0.770764119601329
G2601410,1940,55,53.0,0.9636363636363636
G2601430,1940,24,16.0,0.6666666666666666
G2601630,1940,7977,3753.0,0.4704776231666039
G2601650,1940,112,75.0,0.6696428571428571
G2707.00,1940,92,41.0,0.4456521739130434
G2709.00,1940,52,32.0,0.6153846153846154
G27019.0,1940,94,87.0,0.925531914893617
G27023.0,1940,55,32.0,0.5818181818181818
G27027.0,1940,89,40.0,0.449438202247191
G27079.0,1940,98,79.0,0.8061224489795918
G27083.0,1940,88,38.0,0.4318181818181818
G27087.0,1940,30,20.0,0.6666666666666666
G27099.0,1940,204,92.0,0.4509803921568627
G2701010,1940,42,19.0,0.4523809523809524
G2701050,1940,91,35.0,0.3846153846153846
G2701070,1940,26,16.0,0.6153846153846154
G2701130,1940,39,19.0,0.4871794871794871
G2701170,1940,64,26.0,0.40625
G2701190,1940,96,50.0,0.5208333333333334
G2701670,1940,35,16.0,0.4571428571428571
G2701710,1940,95,73.0,0.7684210526315789
G2701730,1940,60,26.0,0.4333333333333333
G27053.0,1940,2575,1278.0,0.4963106796116505
G2803.00,1940,219,157.0,0.7168949771689498
G2807.00,1940,190,172.0,0.9052631578947368
G28011.0,1940,170,122.0,0.7176470588235294
G28013.0,1940,172,161.0,0.936046511627907
G28019.0,1940,84,80.0,0.9523809523809524
G28021.0,1940,37,34.0,0.918918918918919
G28025.0,1940,82,59.0,0.7195121951219512
G28031.0,1940,106,104.0,0.981132075471698
G28033.0,1940,71,53.0,0.7464788732394366
G28039.0,1940,66,56.0,0.8484848484848485
G28075.0,1940,334,256.0,0.7664670658682635
G28079.0,1940,169,156.0,0.9230769230769232
G28081.0,1940,289,240.0,0.8304498269896193
G28085.0,1940,170,157.0,0.923529411764706
G28093.0,1940,77,62.0,0.8051948051948052
G28099.0,1940,221,212.0,0.9592760180995475
G2801070,1940,149,118.0,0.7919463087248322
G2801530,1940,106,86.0,0.8113207547169812
G2801570,1940,40,34.0,0.85
G2801610,1940,83,70.0,0.8433734939759037
G2903.00,1940,131,100.0,0.7633587786259542
G2905.00,1940,115,60.0,0.5217391304347826
G2907.00,1940,206,148.0,0.7184466019417476
G2909.00,1940,240,154.0,0.6416666666666667
G29011.0,1940,119,59.0,0.4957983193277311
G29013.0,1940,222,123.0,0.5540540540540541
G29077.0,1940,982,658.0,0.670061099796334
G29079.0,1940,160,123.0,0.76875
G29085.0,1940,69,53.0,0.7681159420289855
G29087.0,1940,130,91.0,0.7
G29089.0,1940,117,99.0,0.8461538461538461
G29091.0,1940,225,122.0,0.5422222222222223
G29093.0,1940,94,82.0,0.8723404255319149
G29095.0,1940,3804,1739.0,0.4571503680336488
G2901010,1940,227,168.0,0.7400881057268722
G2901050,1940,192,150.0,0.78125
G2901070,1940,216,163.0,0.7546296296296297
G2901090,1940,234,163.0,0.6965811965811965
G2901110,1940,111,83.0,0.7477477477477478
G2901130,1940,127,108.0,0.8503937007874016
G2901690,1940,106,77.0,0.7264150943396226
G2901710,1940,122,93.0,0.7622950819672131
G2901730,1940,106,81.0,0.7641509433962265
G2901750,1940,251,199.0,0.7928286852589641
G2901770,1940,184,146.0,0.7934782608695652
G2901810,1940,116,60.0,0.5172413793103449
G2901890,1940,2009,1162.0,0.578397212543554
G2901970,1940,86,67.0,0.7790697674418605
G2901990,1940,93,67.0,0.7204301075268817
G2902010,1940,273,162.0,0.5934065934065934
G2905100,1940,4796,3000.0,0.6255212677231026
G30015.0,1940,36,11.0,0.3055555555555556
G30017.0,1940,79,15.0,0.189873417721519
G30021.0,1940,36,8.0,0.2222222222222222
G30023.0,1940,62,24.0,0.3870967741935484
G30025.0,1940,19,7.0,0.3684210526315789
G30027.0,1940,81,22.0,0.2716049382716049
G30041.0,1940,69,21.0,0.3043478260869565
G30043.0,1940,20,8.0,0.4
G30045.0,1940,14,4.0,0.2857142857142857
G30047.0,1940,79,18.0,0.2278481012658227
G30049.0,1940,117,29.0,0.2478632478632478
G30053.0,1940,32,9.0,0.28125
G30055.0,1940,14,4.0,0.2857142857142857
G30057.0,1940,40,16.0,0.4
G30063.0,1940,160,38.0,0.2375
G30073.0,1940,28,7.0,0.25
G30079.0,1940,9,3.0,0.3333333333333333
G30081.0,1940,106,27.0,0.2547169811320754
G30085.0,1940,33,7.0,0.2121212121212121
G30087.0,1940,31,7.0,0.2258064516129032
G3001010,1940,40,8.0,0.2
G3001090,1940,9,1.0,0.1111111111111111
G3001110,1940,270,66.0,0.2444444444444444
G31089.0,1940,111,67.0,0.6036036036036037
G31091.0,1940,8,4.0,0.5
G31093.0,1940,26,19.0,0.7307692307692307
G31095.0,1940,124,58.0,0.4677419354838709
G31097.0,1940,58,37.0,0.6379310344827587
G31099.0,1940,30,24.0,0.8
G3101050,1940,23,10.0,0.4347826086956521
G3101090,1940,721,389.0,0.5395284327323162
G3101130,1940,18,11.0,0.6111111111111112
G3101150,1940,10,4.0,0.4
G3101230,1940,46,22.0,0.4782608695652174
G3101290,1940,75,39.0,0.52
G3101310,1940,128,77.0,0.6015625
G3101350,1940,36,13.0,0.3611111111111111
G3101390,1940,39,27.0,0.6923076923076923
G3101410,1940,81,54.0,0.6666666666666666
G3101430,1940,49,28.0,0.5714285714285714
G3101470,1940,141,78.0,0.5531914893617021
G3101490,1940,34,24.0,0.7058823529411765
G3101530,1940,44,26.0,0.5909090909090909
G3101570,1940,230,92.0,0.4
G3309.00,1940,284,143.0,0.5035211267605634
G33015.0,1940,384,173.0,0.4505208333333333
G33019.0,1940,138,57.0,0.4130434782608695
G3407.00,1940,1553,813.0,0.5235028976175145
G3409.00,1940,181,95.0,0.5248618784530387
G34017.0,1940,1807,1023.0,0.5661317100166021
G34021.0,1940,815,526.0,0.645398773006135
G34023.0,1940,673,386.0,0.5735512630014858
G34035.0,1940,311,175.0,0.5627009646302251
G34037.0,1940,215,137.0,0.6372093023255814
G34039.0,1940,1323,667.0,0.5041572184429327
G34041.0,1940,362,241.0,0.6657458563535912
G34031.0,1940,829,528.0,0.6369119420989143
G35047.0,1940,244,201.0,0.8237704918032787
G35049.0,1940,246,170.0,0.6910569105691057
G35053.0,1940,92,72.0,0.782608695652174
G35055.0,1940,147,118.0,0.8027210884353742
G3601.00,1940,1228,955.0,0.7776872964169381
G3603.00,1940,365,264.0,0.7232876712328767
G36013.0,1940,708,440.0,0.6214689265536724
G36017.0,1940,314,259.0,0.8248407643312102
G36029.0,1940,3283,2299.0,0.7002741395065489
G36063.0,1940,722,497.0,0.6883656509695291
G36079.0,1940,94,67.0,0.7127659574468085
G36081.0,1940,4807,3318.0,0.690243395048887
G36083.0,1940,683,531.0,0.7774524158125915
G36099.0,1940,175,139.0,0.7942857142857143
G3601030,1940,786,542.0,0.6895674300254453
G3601070,1940,255,170.0,0.6666666666666666
G3601090,1940,360,252.0,0.7
G36055.0,1940,2132,1599.0,0.75
G36067.0,1940,1719,1278.0,0.743455497382199
G37025.0,1940,494,433.0,0.8765182186234818
G37033.0,1940,102,84.0,0.8235294117647058
G37041.0,1940,72,67.0,0.9305555555555556
G37047.0,1940,280,232.0,0.8285714285714286
G37051.0,1940,331,271.0,0.8187311178247734
G37057.0,1940,429,385.0,0.8974358974358975
G37059.0,1940,131,125.0,0.9541984732824428
G37063.0,1940,507,427.0,0.8422090729783037
G37065.0,1940,209,186.0,0.8899521531100478
G37067.0,1940,853,712.0,0.8347010550996483
G3701290,1940,298,240.0,0.8053691275167785
G3701330,1940,119,115.0,0.9663865546218487
G3701390,1940,107,91.0,0.8504672897196262
G3701410,1940,92,83.0,0.9021739130434784
G3701470,1940,323,302.0,0.934984520123839
G3701530,1940,229,166.0,0.7248908296943232
G3701870,1940,63,54.0,0.8571428571428571
G3701890,1940,167,155.0,0.9281437125748504
G3701910,1940,296,277.0,0.9358108108108107
G3701930,1940,331,312.0,0.9425981873111784
G3701950,1940,279,251.0,0.899641577060932
G3701990,1940,170,158.0,0.9294117647058824
G3801.00,1940,24,10.0,0.4166666666666667
G3803.00,1940,44,23.0,0.5227272727272727
G3805.00,1940,21,8.0,0.3809523809523809
G3807.00,1940,3,2.0,0.6666666666666666
G38013.0,1940,30,15.0,0.5
G38015.0,1940,89,30.0,0.3370786516853932
G38017.0,1940,194,72.0,0.3711340206185567
G38025.0,1940,17,8.0,0.4705882352941176
G38031.0,1940,19,10.0,0.5263157894736842
G38033.0,1940,30,9.0,0.3
G38041.0,1940,7,3.0,0.4285714285714285
G38045.0,1940,28,14.0,0.5
G39011.0,1940,256,226.0,0.8828125
G39013.0,1940,596,391.0,0.6560402684563759
G39015.0,1940,190,162.0,0.8526315789473684
G39023.0,1940,888,656.0,0.7387387387387387
G39035.0,1940,4352,2411.0,0.5539981617647058
G39037.0,1940,389,313.0,0.8046272493573264
G39039.0,1940,230,186.0,0.808695652173913
G39047.0,1940,231,207.0,0.8961038961038961
G39049.0,1940,3057,2205.0,0.7212953876349362
G39053.0,1940,205,160.0,0.7804878048780488
G39055.0,1940,139,104.0,0.7482014388489209
G39057.0,1940,353,289.0,0.8186968838526912
G39059.0,1940,320,274.0,0.85625
G39061.0,1940,4529,2848.0,0.6288363877235593
G39085.0,1940,299,178.0,0.5953177257525084
G39087.0,1940,398,294.0,0.7386934673366834
G39091.0,1940,328,270.0,0.823170731707317
G3901010,1940,449,358.0,0.7973273942093542
G3901330,1940,348,239.0,0.6867816091954023
G3901350,1940,255,190.0,0.7450980392156863
G3901450,1940,798,515.0,0.6453634085213033
G3901470,1940,440,357.0,0.8113636363636364
G3901490,1940,222,183.0,0.8243243243243243
G3901510,1940,1686,1161.0,0.6886120996441281
G3901730,1940,464,377.0,0.8125
G3901750,1940,176,156.0,0.8863636363636364
G3901130,1940,2591,1788.0,0.6900810497877268
G40021.0,1940,160,76.0,0.475
G40023.0,1940,226,90.0,0.3982300884955752
G40025.0,1940,33,10.0,0.303030303030303
G40031.0,1940,320,125.0,0.390625
G40033.0,1940,128,45.0,0.3515625
G40035.0,1940,161,67.0,0.4161490683229814
G40039.0,1940,235,95.0,0.4042553191489361
G40041.0,1940,153,49.0,0.3202614379084967
G40049.0,1940,290,137.0,0.4724137931034483
G40057.0,1940,89,47.0,0.5280898876404494
G40059.0,1940,62,34.0,0.5483870967741935
G40063.0,1940,267,118.0,0.4419475655430712
G4001070,1940,204,86.0,0.4215686274509804
G4001150,1940,382,161.0,0.4214659685863874
G4001170,1940,170,68.0,0.4
G4001210,1940,366,178.0,0.4863387978142076
G4001230,1940,378,174.0,0.4603174603174603
G4001270,1940,173,64.0,0.3699421965317919
G4001290,1940,95,48.0,0.5052631578947369
G4001310,1940,188,75.0,0.3989361702127659
G4001330,1940,544,227.0,0.4172794117647059
G4001430,1940,1792,629.0,0.3510044642857143
G4107.00,1940,124,32.0,0.2580645161290322
G4109.00,1940,138,43.0,0.3115942028985507
G41013.0,1940,49,16.0,0.3265306122448979
G41015.0,1940,30,12.0,0.4
G41029.0,1940,338,88.0,0.2603550295857988
G41033.0,1940,157,40.0,0.2547770700636942
G4201.00,1940,385,308.0,0.8
G4203.00,1940,6195,4806.0,0.7757869249394673
G4205.00,1940,619,565.0,0.9127625201938612
G4207.00,1940,761,541.0,0.7109067017082786
G4209.00,1940,367,345.0,0.9400544959128064
G42013.0,1940,1238,1175.0,0.9491114701130856
G42025.0,1940,364,340.0,0.934065934065934
G42027.0,1940,497,460.0,0.9255533199195172
G42029.0,1940,905,707.0,0.7812154696132597
G42031.0,1940,304,280.0,0.9210526315789472
G42033.0,1940,617,584.0,0.946515397082658
G42037.0,1940,412,392.0,0.9514563106796116
G42047.0,1940,172,148.0,0.8604651162790697
G42051.0,1940,1039,835.0,0.8036573628488932
G42053.0,1940,60,53.0,0.8833333333333333
G42055.0,1940,684,566.0,0.827485380116959
G42057.0,1940,103,92.0,0.8932038834951457
G42091.0,1940,1862,1452.0,0.7798066595059077
G4201070,1940,1135,1084.0,0.9550660792951542
G4201110,1940,568,486.0,0.8556338028169014
G4201130,1940,51,49.0,0.9607843137254902
G4201230,1940,277,196.0,0.7075812274368231
G4201010,1940,7144,5240.0,0.7334826427771557
G4401.00,1940,64,27.0,0.421875
G4403.00,1940,236,131.0,0.5550847457627118
G4405.00,1940,194,90.0,0.4639175257731959
G4507.00,1940,642,500.0,0.778816199376947
G4509.00,1940,73,68.0,0.9315068493150684
G45011.0,1940,70,66.0,0.9428571428571428
G45013.0,1940,57,36.0,0.631578947368421
G45015.0,1940,82,69.0,0.8414634146341463
G45017.0,1940,45,42.0,0.9333333333333332
G45019.0,1940,531,348.0,0.655367231638418
G45021.0,1940,222,173.0,0.7792792792792793
G45025.0,1940,186,157.0,0.8440860215053764
G45027.0,1940,82,77.0,0.9390243902439024
G45029.0,1940,112,105.0,0.9375
G45031.0,1940,210,180.0,0.8571428571428571
G45035.0,1940,65,57.0,0.8769230769230769
G45037.0,1940,62,59.0,0.9516129032258064
G45039.0,1940,78,64.0,0.8205128205128205
G45041.0,1940,343,288.0,0.8396501457725948
G45045.0,1940,1113,802.0,0.7205750224618149
G45047.0,1940,231,175.0,0.7575757575757576
G45051.0,1940,323,282.0,0.8730650154798761
G45053.0,1940,37,32.0,0.8648648648648649
G45057.0,1940,199,169.0,0.8492462311557789
G45059.0,1940,235,191.0,0.8127659574468085
G46057.0,1940,23,14.0,0.6086956521739131
G46059.0,1940,40,18.0,0.45
G46061.0,1940,23,12.0,0.5217391304347826
G46071.0,1940,18,8.0,0.4444444444444444
G46077.0,1940,34,11.0,0.3235294117647059
G46081.0,1940,104,25.0,0.2403846153846154
G46091.0,1940,28,16.0,0.5714285714285714
G46099.0,1940,295,120.0,0.4067796610169492
G4601050,1940,27,5.0,0.1851851851851851
G4601090,1940,46,17.0,0.3695652173913043
G4601150,1940,65,24.0,0.3692307692307692
G4601170,1940,11,7.0,0.6363636363636364
G4601210,1940,10,5.0,0.5
G4601230,1940,50,18.0,0.36
G4601250,1940,39,24.0,0.6153846153846154
G4601310,1940,10,6.0,0.6
G4601330,1940,2,0.0,0.0
G4701.00,1940,241,210.0,0.8713692946058091
G4703.00,1940,181,162.0,0.8950276243093923
G4709.00,1940,393,318.0,0.8091603053435115
G47057.0,1940,137,130.0,0.948905109489051
G47059.0,1940,341,306.0,0.8973607038123167
G47061.0,1940,108,94.0,0.8703703703703703
G47063.0,1940,161,137.0,0.8509316770186336
G47067.0,1940,107,93.0,0.8691588785046729
G47081.0,1940,140,138.0,0.9857142857142858
G47087.0,1940,145,137.0,0.9448275862068966
G4701410,1940,248,232.0,0.935483870967742
G4701470,1940,222,181.0,0.8153153153153153
G4701490,1940,262,241.0,0.9198473282442748
G4701530,1940,51,48.0,0.9411764705882352
G4701570,1940,1832,863.0,0.4710698689956332
G4701590,1940,169,165.0,0.9763313609467456
G4701650,1940,281,238.0,0.8469750889679716
G4701710,1940,144,92.0,0.6388888888888888
G4701750,1940,40,39.0,0.975
G4701770,1940,186,178.0,0.956989247311828
G4701790,1940,448,326.0,0.7276785714285714
G4701810,1940,133,119.0,0.8947368421052632
G4801.00,1940,247,190.0,0.7692307692307693
G4803.00,1940,16,8.0,0.5
G4805.00,1940,292,219.0,0.75
G4807.00,1940,27,16.0,0.5925925925925926
G48011.0,1940,24,10.0,0.4166666666666667
G48013.0,1940,126,102.0,0.8095238095238095
G48021.0,1940,106,90.0,0.8490566037735849
G48023.0,1940,75,47.0,0.6266666666666667
G48025.0,1940,119,85.0,0.7142857142857143
G48073.0,1940,333,269.0,0.8078078078078078
G48079.0,1940,31,16.0,0.5161290322580645
G48083.0,1940,218,169.0,0.7752293577981652
G48091.0,1940,68,63.0,0.9264705882352942
G48093.0,1940,233,170.0,0.7296137339055794
G48095.0,1940,47,41.0,0.8723404255319149
G48099.0,1940,189,151.0,0.798941798941799
G4801010,1940,78,51.0,0.6538461538461539
G4801070,1940,97,65.0,0.6701030927835051
G4801130,1940,3443,1961.0,0.5695614289863491
G4801170,1940,58,38.0,0.6551724137931034
G4801230,1940,109,96.0,0.8807339449541285
G4801250,1940,73,48.0,0.6575342465753424
G4801270,1940,45,27.0,0.6
G4801770,1940,126,113.0,0.8968253968253969
G4801810,1940,678,407.0,0.6002949852507374
G4801830,1940,502,274.0,0.545816733067729
G4801850,1940,96,76.0,0.7916666666666666
G4801870,1940,107,101.0,0.9439252336448598
G4801950,1940,24,9.0,0.375
G4801970,1940,115,59.0,0.5130434782608696
G4801990,1940,117,85.0,0.7264957264957265
G4802010,1940,3868,2215.0,0.5726473629782833
G4802510,1940,308,205.0,0.6655844155844156
G4802530,1940,233,161.0,0.6909871244635193
G4802570,1940,266,185.0,0.6954887218045113
G4802590,1940,39,37.0,0.9487179487179488
G4802630,1940,31,24.0,0.7741935483870968
G4802650,1940,93,63.0,0.6774193548387096
G4802710,1940,25,14.0,0.56
G4802750,1940,95,64.0,0.6736842105263158
G4802850,1940,94,83.0,0.8829787234042553
G4802890,1940,97,78.0,0.8041237113402062
G4802950,1940,33,7.0,0.2121212121212121
G4802970,1940,66,49.0,0.7424242424242424
G4803050,1940,138,90.0,0.6521739130434783
G4803070,1940,103,85.0,0.8252427184466019
G4803090,1940,730,519.0,0.7109589041095891
G4803110,1940,11,10.0,0.9090909090909092
G4803150,1940,57,42.0,0.7368421052631579
G4803230,1940,37,27.0,0.7297297297297297
G4803270,1940,48,40.0,0.8333333333333334
G4803310,1940,199,142.0,0.7135678391959799
G4803350,1940,119,85.0,0.7142857142857143
G4803370,1940,234,139.0,0.594017094017094
G4803390,1940,157,118.0,0.7515923566878981
G4803430,1940,80,69.0,0.8625
G4803490,1940,373,250.0,0.6702412868632708
G4803510,1940,88,68.0,0.7727272727272727
G4803550,1940,676,421.0,0.6227810650887574
G4804090,1940,206,149.0,0.7233009708737864
G4804110,1940,121,105.0,0.8677685950413223
G4804130,1940,33,27.0,0.8181818181818182
G4804150,1940,113,71.0,0.6283185840707964
G4804190,1940,255,189.0,0.7411764705882353
G4804210,1940,25,14.0,0.56
G4804230,1940,529,354.0,0.6691871455576559
G4804250,1940,30,20.0,0.6666666666666666
G4804270,1940,58,50.0,0.8620689655172413
G4804310,1940,12,10.0,0.8333333333333334
G4804350,1940,25,17.0,0.68
G4804410,1940,431,292.0,0.6774941995359629
G4804470,1940,56,36.0,0.6428571428571429
G4804530,1940,686,515.0,0.750728862973761
G4804550,1940,114,94.0,0.8245614035087719
G4804570,1940,109,94.0,0.8623853211009175
G4805070,1940,26,14.0,0.5384615384615384
G4801410,1940,581,188.0,0.3235800344234079
G48029.0,1940,1979,1212.0,0.6124305204648812
G4901.00,1940,31,23.0,0.7419354838709677
G4905.00,1940,192,139.0,0.7239583333333334
G4909.00,1940,4,4.0,1.0
G49011.0,1940,103,74.0,0.7184466019417476
G49013.0,1940,72,52.0,0.7222222222222222
G49015.0,1940,48,36.0,0.75
G49025.0,1940,16,12.0,0.75
G49027.0,1940,60,53.0,0.8833333333333333
G49029.0,1940,26,17.0,0.6538461538461539
G49033.0,1940,14,10.0,0.7142857142857143
G49039.0,1940,82,71.0,0.8658536585365854
G49041.0,1940,58,51.0,0.8793103448275862
G49043.0,1940,53,42.0,0.7924528301886793
G49045.0,1940,62,46.0,0.7419354838709677
G50025.0,1940,193,106.0,0.5492227979274611
G50027.0,1940,287,169.0,0.5888501742160279
G5101.00,1940,230,202.0,0.8782608695652174
G5103.00,1940,168,154.0,0.9166666666666666
G5105.00,1940,213,170.0,0.7981220657276995
G5109.00,1940,122,119.0,0.9754098360655736
G51011.0,1940,60,54.0,0.9
G51013.0,1940,569,219.0,0.3848857644991212
G51015.0,1940,383,332.0,0.8668407310704961
G51019.0,1940,242,224.0,0.9256198347107438
G51021.0,1940,57,49.0,0.8596491228070176
G51029.0,1940,63,58.0,0.9206349206349206
G51031.0,1940,185,173.0,0.9351351351351352
G51093.0,1940,58,52.0,0.896551724137931
G51097.0,1940,26,26.0,1.0
G5101030,1940,52,45.0,0.8653846153846154
G5101070,1940,163,133.0,0.8159509202453987
G5101110,1940,57,46.0,0.8070175438596491
G5101250,1940,109,104.0,0.9541284403669724
G5101270,1940,15,11.0,0.7333333333333333
G5101290,1940,230,141.0,0.6130434782608696
G5101310,1940,88,69.0,0.7840909090909091
G5101370,1940,76,66.0,0.868421052631579
G5101410,1940,137,119.0,0.8686131386861314
G5101450,1940,27,23.0,0.8518518518518519
G5101470,1940,65,51.0,0.7846153846153846
G5105100,1940,286,160.0,0.5594405594405595
G5105200,1940,84,47.0,0.5595238095238095
G5105600,1940,49,38.0,0.7755102040816326
G5106300,1940,78,64.0,0.8205128205128205
G5106500,1940,47,32.0,0.6808510638297872
G53015.0,1940,293,87.0,0.2969283276450511
G53017.0,1940,63,16.0,0.2539682539682539
G53019.0,1940,27,9.0,0.3333333333333333
G53021.0,1940,49,12.0,0.2448979591836734
G53025.0,1940,114,41.0,0.3596491228070175
G53037.0,1940,127,36.0,0.2834645669291338
G53047.0,1940,193,73.0,0.3782383419689119
G53049.0,1940,97,29.0,0.2989690721649484
G53051.0,1940,48,9.0,0.1875
G54043.0,1940,193,170.0,0.8808290155440415
G54075.0,1940,104,69.0,0.6634615384615384
G54077.0,1940,228,190.0,0.8333333333333334
G54081.0,1940,605,408.0,0.6743801652892562
G54083.0,1940,241,206.0,0.8547717842323651
G54085.0,1940,150,135.0,0.9
G5401010,1940,165,147.0,0.8909090909090909
G5401030,1940,186,158.0,0.8494623655913979
G5401070,1940,586,476.0,0.8122866894197952
G5401090,1940,223,173.0,0.7757847533632287
G5503.00,1940,66,28.0,0.4242424242424242
G55029.0,1940,78,61.0,0.782051282051282
G55031.0,1940,136,50.0,0.3676470588235294
G55039.0,1940,317,263.0,0.8296529968454258
G55047.0,1940,60,54.0,0.9
G55051.0,1940,14,5.0,0.3571428571428571
G55055.0,1940,193,166.0,0.8601036269430051
G55059.0,1940,255,122.0,0.4784313725490196
G55061.0,1940,71,69.0,0.971830985915493
G55063.0,1940,322,203.0,0.6304347826086957
G55087.0,1940,395,333.0,0.8430379746835444
G55091.0,1940,47,36.0,0.7659574468085106
G55099.0,1940,62,43.0,0.6935483870967742
G5501050,1940,490,300.0,0.6122448979591837
G5501090,1940,80,52.0,0.65
G5501410,1940,246,189.0,0.7682926829268293
G0109.00,1880,2258,1423.0,0.6302037201062888
G01075.0,1880,1528,932.0,0.6099476439790575
G01077.0,1880,2024,1175.0,0.5805335968379447
G01081.0,1880,1801,1064.0,0.5907828983897835
G01083.0,1880,1737,928.0,0.5342544617156016
