gisjoin,year,n_married,n_divorced,n_elderly,n_elderly_nonrel,mean_nchild,divorce_ratio,elderly_alone_share
G2902030,1880,1144.0,4.0,68.0,3.0,3.0,0.0034843205574912,0.0441176470588235
G2902070,1880,4527.0,44.0,149.0,8.0,2.7854926299456944,0.0096259024283526,0.0536912751677852
G2902090,1880,1505.0,10.0,71.0,1.0,3.006912442396313,0.0066006600660066,0.0140845070422535
G2902110,1880,5829.0,32.0,392.0,15.0,2.850060827250608,0.0054598191434908,0.0382653061224489
G2902170,1880,6712.0,21.0,325.0,18.0,2.844240129799892,0.0031189662854596,0.0553846153846153
G2902190,1880,3385.0,18.0,335.0,17.0,3.0308800823468864,0.0052894504848662,0.0507462686567164
G2902210,1880,3979.0,16.0,361.0,13.0,3.1188781917120134,0.0040050062578222,0.0360110803324099
G2902230,1880,3005.0,19.0,131.0,7.0,2.7119033927544565,0.0062830687830687,0.0534351145038167
G30031.0,1880,998.0,20.0,38.0,2.0,1.848441926345609,0.0196463654223968,0.0526315789473684
G3103.00,1880,1459.0,10.0,52.0,3.0,2.412621359223301,0.0068073519400953,0.0576923076923076
G31019.0,1880,2730.0,17.0,107.0,11.0,2.284818067754078,0.00618856934838,0.102803738317757
G31025.0,1880,5491.0,28.0,305.0,12.0,2.925938684119876,0.0050733828592136,0.0393442622950819
G31027.0,1880,957.0,10.0,39.0,2.0,3.1644859813084114,0.0103412616339193,0.0512820512820512
G31029.0,1880,9.0,0.0,0.0,0.0,0.8571428571428571,0.0,
G31035.0,1880,4142.0,10.0,153.0,11.0,2.6472462448793808,0.0024084778420038,0.0718954248366013
G31039.0,1880,1931.0,25.0,96.0,8.0,2.9277456647398843,0.0127811860940695,0.0833333333333333
G3307.00,1880,7252.0,46.0,968.0,34.0,2.1135149572649574,0.0063030967388325,0.0351239669421487
G33011.0,1880,28381.0,323.0,4923.0,208.0,1.848786748976224,0.0112527870680044,0.0422506601665651
G33013.0,1880,19457.0,176.0,4098.0,177.0,1.648510866648779,0.0089644985483624,0.0431918008784773
G33017.0,1880,13786.0,150.0,2352.0,132.0,1.8777606574216743,0.0107634902411021,0.0561224489795918
G3401.00,1880,7091.0,9.0,871.0,32.0,2.149280121242738,0.0012676056338028,0.0367393800229621
G3403.00,1880,13916.0,13.0,1657.0,72.0,2.2016526722644274,0.0009333046162682,0.0434520217260108
G3405.00,1880,20680.0,45.0,2930.0,175.0,2.188479861411867,0.0021712907117008,0.0597269624573378
G34011.0,1880,14959.0,27.0,1807.0,72.0,2.169885550786838,0.0018016815694648,0.0398450470392916
G34013.0,1880,67346.0,168.0,6068.0,300.0,2.381562330867761,0.0024883727819415,0.049439683586025
G34025.0,1880,20912.0,39.0,2628.0,134.0,2.301888419418815,0.001861486325235,0.0509893455098934
G34027.0,1880,18023.0,29.0,2404.0,140.0,2.3426378227494764,0.001606470197208,0.0582362728785357
G34033.0,1880,9280.0,12.0,1304.0,75.0,2.2368521341463414,0.0012914334911752,0.0575153374233128
G35013.0,1880,2549.0,34.0,127.0,11.0,2.14946418499718,0.0131629887727448,0.0866141732283464
G35017.0,1880,1391.0,6.0,44.0,7.0,1.5910418695228823,0.0042949176807444,0.1590909090909091
G35027.0,1880,838.0,2.0,35.0,3.0,1.7765273311897103,0.0023809523809523,0.0857142857142857
G35033.0,1880,3769.0,47.0,229.0,7.0,2.0794254330376005,0.0123165618448637,0.0305676855895196
G35039.0,1880,3982.0,161.0,290.0,9.0,2.160281469898358,0.0388607289403813,0.0310344827586206
G36019.0,1880,18014.0,36.0,2578.0,94.0,2.715869431328269,0.001994459833795,0.0364623739332816
G36021.0,1880,18686.0,36.0,3177.0,169.0,2.044881588999236,0.0019228714880888,0.0531948378973874
G36023.0,1880,11467.0,28.0,1929.0,70.0,1.7415892342198014,0.0024358416702914,0.0362882322446863
G36025.0,1880,17811.0,39.0,2856.0,110.0,1.973163402756191,0.0021848739495798,0.0385154061624649
G36027.0,1880,29410.0,51.0,4394.0,284.0,2.1307979385107516,0.0017311021350259,0.0646335912608102
G36047.0,1880,209492.0,340.0,15757.0,1061.0,2.3665468747435963,0.0016203438941629,0.0673351526305768
G36051.0,1880,14997.0,37.0,2629.0,97.0,2.107589849580893,0.0024610882000798,0.0368961582350703
G36061.0,1880,390619.0,658.0,24992.0,1774.0,2.263047294332107,0.0016816730858189,0.0709827144686299
G36065.0,1880,43985.0,138.0,7169.0,310.0,2.0939176035914344,0.0031276205153774,0.0432417352489887
G36071.0,1880,31827.0,55.0,4141.0,237.0,2.2734680394208007,0.0017251113480961,0.057232552523545
G36073.0,1880,12689.0,33.0,2029.0,70.0,1.9600057962614117,0.002593931771734,0.0344997535731887
G36077.0,1880,23379.0,103.0,4041.0,182.0,1.6426533523537803,0.0043863384720211,0.0450383568423657
G3601010,1880,32033.0,80.0,3988.0,125.0,2.085559337679571,0.0024912029396194,0.0313440320962888
G3601050,1880,12098.0,39.0,1905.0,61.0,2.395420974889217,0.0032133146576584,0.032020997375328
G3601110,1880,32395.0,66.0,3882.0,195.0,2.3939193290294103,0.0020332090816672,0.0502318392581143
G3601150,1880,18849.0,42.0,3261.0,138.0,2.053340819764178,0.0022232809274257,0.0423183072677092
G3601190,1880,36661.0,88.0,4938.0,283.0,2.2903778433425335,0.0023946229829383,0.0573106520858647
G37061.0,1880,5409.0,4.0,674.0,46.0,2.9360114777618365,0.0007389617587289,0.0682492581602373
G37069.0,1880,6267.0,46.0,671.0,45.0,2.798774259448417,0.0072865515602724,0.067064083457526
G37071.0,1880,4485.0,5.0,518.0,31.0,2.708379070618368,0.0011135857461024,0.0598455598455598
G37073.0,1880,2516.0,3.0,313.0,29.0,2.8713054187192117,0.001190948789202,0.0926517571884984
G37075.0,1880,790.0,5.0,78.0,3.0,2.9690949227373067,0.0062893081761006,0.0384615384615384
G37077.0,1880,9514.0,10.0,1105.0,87.0,2.682466870540265,0.0010499790004199,0.0787330316742081
G37081.0,1880,7625.0,22.0,997.0,36.0,2.5416135881104034,0.0028769452072708,0.0361083249749247
G37087.0,1880,3341.0,4.0,323.0,13.0,3.14760348583878,0.0011958146487294,0.0402476780185758
G37089.0,1880,3283.0,3.0,369.0,15.0,2.994675186368477,0.0009129640900791,0.040650406504065
G3701070,1880,4815.0,5.0,368.0,26.0,2.712655253440752,0.0010373443983402,0.0706521739130434
G3701090,1880,3644.0,11.0,441.0,26.0,2.7176094890510947,0.0030095759233926,0.0589569160997732
G3701150,1880,4322.0,44.0,303.0,12.0,3.053425247738044,0.0100778744846541,0.0396039603960396
G3701190,1880,11183.0,20.0,942.0,69.0,2.5278366111951587,0.0017852360974738,0.0732484076433121
G3701310,1880,6209.0,11.0,620.0,44.0,2.487325400931195,0.0017684887459807,0.0709677419354838
G3901.00,1880,8249.0,40.0,1037.0,51.0,2.7672650475184795,0.0048256725781155,0.0491803278688524
G3907.00,1880,16176.0,162.0,2474.0,80.0,1.888699214749061,0.0099155343371281,0.0323362974939369
G3909.00,1880,10057.0,68.0,1067.0,47.0,2.5829764453961457,0.006716049382716,0.0440487347703842
G39017.0,1880,14518.0,103.0,1854.0,77.0,2.587932044522554,0.0070446617878394,0.0415318230852211
G39019.0,1880,5905.0,29.0,846.0,31.0,2.54127358490566,0.0048870913380519,0.0366430260047281
G39021.0,1880,10327.0,82.0,1159.0,45.0,2.3799760806424057,0.0078777980593716,0.0388265746333045
G39029.0,1880,17899.0,77.0,2145.0,81.0,2.422452136917424,0.0042834890965732,0.0377622377622377
G39031.0,1880,9425.0,58.0,1133.0,27.0,2.6798196166854567,0.0061162079510703,0.0238305383936451
G39051.0,1880,8379.0,96.0,930.0,29.0,2.354581673306773,0.0113274336283185,0.0311827956989247
G39065.0,1880,9789.0,76.0,759.0,25.0,2.649628252788104,0.0077040040547389,0.0329380764163372
G39099.0,1880,15329.0,93.0,1746.0,72.0,2.554098360655738,0.0060303462585916,0.0412371134020618
G3901030,1880,9156.0,58.0,1447.0,46.0,2.0171336424108044,0.0062947688300412,0.0317899101589495
G3901050,1880,11441.0,55.0,1236.0,38.0,2.7658742571160464,0.0047842727905358,0.0307443365695792
G3901070,1880,7273.0,16.0,590.0,32.0,2.867336929867582,0.0021950884895047,0.0542372881355932
G3901110,1880,8863.0,37.0,1203.0,46.0,3.0506430868167205,0.0041573033707865,0.0382377389858686
G3901170,1880,7678.0,34.0,1081.0,38.0,2.1610383643464277,0.004408713692946,0.0351526364477335
G3901190,1880,17045.0,78.0,2318.0,85.0,2.604552621206149,0.0045552765286456,0.036669542709232
G3901250,1880,4694.0,24.0,326.0,9.0,2.8419243986254297,0.0050869012293344,0.0276073619631901
G3901270,1880,9533.0,47.0,1054.0,45.0,2.782931354359926,0.0049060542797494,0.0426944971537001
G3901650,1880,10159.0,66.0,1442.0,61.0,2.3691549056282946,0.0064547677261613,0.0423023578363384
G3901690,1880,14466.0,73.0,1923.0,83.0,2.536546867411365,0.0050209780590136,0.0431617264690587
G3901710,1880,9303.0,50.0,908.0,32.0,2.420518821923152,0.0053458783278092,0.0352422907488986
G4101.00,1880,1141.0,18.0,55.0,5.0,1.5834165834165834,0.0155306298533218,0.0909090909090909
G4103.00,1880,2098.0,14.0,154.0,11.0,2.6998407643312103,0.0066287878787878,0.0714285714285714
G4105.00,1880,3201.0,14.0,248.0,4.0,2.480651731160896,0.0043545878693623,0.0161290322580645
G41011.0,1880,1585.0,32.0,99.0,2.0,2.073502722323049,0.0197897340754483,0.0202020202020202
G41019.0,1880,3089.0,46.0,214.0,11.0,2.752517223105458,0.0146730462519936,0.0514018691588785
G41023.0,1880,1012.0,14.0,54.0,8.0,1.6920199501246882,0.0136452241715399,0.1481481481481481
G41037.0,1880,890.0,11.0,34.0,1.0,1.8145896656534952,0.0122086570477247,0.0294117647058823
G41039.0,1880,3271.0,32.0,263.0,19.0,2.7164650184113626,0.0096881622767181,0.0722433460076045
G41043.0,1880,4338.0,48.0,354.0,18.0,2.715881883479649,0.0109439124487004,0.0508474576271186
G41047.0,1880,4643.0,60.0,374.0,23.0,2.668720550924248,0.0127578141611737,0.0614973262032085
G41051.0,1880,7667.0,105.0,326.0,21.0,2.183240223463687,0.0135100360267627,0.0644171779141104
G41057.0,1880,304.0,5.0,31.0,2.0,2.011627906976744,0.0161812297734627,0.064516129032258
G41067.0,1880,2474.0,36.0,201.0,8.0,2.5827538247566064,0.0143426294820717,0.0398009950248756
G42011.0,1880,45099.0,160.0,5287.0,296.0,2.5016264407051927,0.0035352084668242,0.05598638169094
G42015.0,1880,23964.0,149.0,3163.0,117.0,2.157927688214118,0.0061792394144237,0.0369901991779955
G42021.0,1880,14698.0,21.0,1466.0,57.0,3.097666586480635,0.0014267273591955,0.038881309686221
G42023.0,1880,1775.0,18.0,105.0,6.0,2.6201058201058203,0.0100390407138873,0.0571428571428571
G42035.0,1880,9133.0,19.0,881.0,36.0,2.765715426062662,0.0020760489510489,0.0408626560726447
G42059.0,1880,9970.0,22.0,1239.0,42.0,2.784119553474973,0.0022017614091273,0.0338983050847457
G42061.0,1880,11385.0,48.0,1422.0,50.0,2.809141819282579,0.0041983731304119,0.0351617440225035
G42065.0,1880,9412.0,24.0,879.0,40.0,3.067878553471282,0.0025434506146672,0.0455062571103526
G42069.0,1880,30720.0,88.0,2429.0,118.0,2.750286763019041,0.0028564009348221,0.0485796624125154
G42071.0,1880,49678.0,164.0,6740.0,444.0,2.457572238060043,0.0032903976565948,0.0658753709198813
G42073.0,1880,11575.0,31.0,1438.0,53.0,2.703300030275507,0.0026710322247113,0.0368567454798331
G42075.0,1880,14740.0,30.0,1900.0,69.0,2.2990564911023528,0.0020311442112389,0.0363157894736842
G42077.0,1880,25126.0,77.0,2692.0,106.0,2.4040646853146854,0.003055191842241,0.0393759286775631
G42093.0,1880,5324.0,14.0,558.0,22.0,2.5721263432106807,0.0026227051330086,0.039426523297491
G42095.0,1880,26855.0,91.0,3081.0,121.0,2.326867575005034,0.0033771246196095,0.0392729633235962
G4201090,1880,6703.0,14.0,763.0,42.0,2.4822348793056688,0.0020842638082477,0.055045871559633
G4201150,1880,16185.0,94.0,2288.0,74.0,2.143854119765871,0.0057743104613305,0.0323426573426573
G4201190,1880,6338.0,22.0,921.0,40.0,2.39584487534626,0.0034591194968553,0.0434310532030401
G4201170,1880,18702.0,83.0,1983.0,92.0,2.240996671038031,0.0044184189512909,0.0463943519919314
G4201210,1880,15215.0,47.0,1221.0,65.0,2.8018070875381365,0.0030795439654042,0.0532350532350532
G4201250,1880,18419.0,61.0,2892.0,125.0,2.661873122781469,0.0033008658008658,0.043222683264177
G45023.0,1880,7674.0,40.0,803.0,51.0,2.5150101419878297,0.0051853772361939,0.0635118306351183
G45043.0,1880,7206.0,59.0,835.0,46.0,2.0960502692998206,0.0081211286992429,0.0550898203592814
G45049.0,1880,6071.0,8.0,498.0,27.0,2.697562282346638,0.0013160059220266,0.0542168674698795
G47011.0,1880,3996.0,21.0,425.0,9.0,2.8502333474756045,0.005227781926811,0.0211764705882352
G47013.0,1880,3159.0,34.0,276.0,18.0,3.2527716186252773,0.0106482931412464,0.0652173913043478
G47015.0,1880,3958.0,25.0,380.0,14.0,2.832676303109943,0.0062766758724579,0.0368421052631578
G47021.0,1880,2521.0,8.0,238.0,16.0,2.931865106675843,0.0031633056544088,0.0672268907563025
G47025.0,1880,4360.0,90.0,390.0,7.0,3.091593973037272,0.0202247191011235,0.0179487179487179
G47031.0,1880,4170.0,27.0,380.0,19.0,2.997920997920998,0.0064331665475339,0.05
G47037.0,1880,24835.0,273.0,2104.0,219.0,2.3031844608879495,0.0108730285168073,0.1040874524714828
G47039.0,1880,2643.0,7.0,196.0,15.0,2.817455439459127,0.0026415094339622,0.0765306122448979
G47041.0,1880,4899.0,41.0,389.0,19.0,2.9696211579699785,0.0082995951417004,0.0488431876606683
G47043.0,1880,4091.0,22.0,348.0,16.0,2.94105083297736,0.0053488937515195,0.0459770114942528
G47049.0,1880,1900.0,17.0,177.0,3.0,3.0866425992779782,0.0088680229525299,0.0169491525423728
G47051.0,1880,5266.0,29.0,506.0,30.0,2.9573991031390134,0.0054768649669499,0.0592885375494071
G47053.0,1880,10447.0,51.0,718.0,36.0,2.826614224844313,0.0048580682034673,0.0501392757660167
G47055.0,1880,11558.0,46.0,932.0,64.0,2.8615019997037474,0.0039641502930024,0.0686695278969957
G47065.0,1880,8164.0,47.0,461.0,29.0,2.311433986102337,0.0057240287419315,0.0629067245119305
G47069.0,1880,7015.0,9.0,532.0,43.0,2.93326838772528,0.0012813211845102,0.0808270676691729
G4701330,1880,3931.0,32.0,416.0,20.0,2.9757785467128026,0.0080746908907393,0.048076923076923
G4701350,1880,2386.0,5.0,145.0,8.0,2.841258229700073,0.0020911752404851,0.0551724137931034
G4701430,1880,2172.0,12.0,180.0,7.0,3.1662745098039218,0.0054945054945054,0.0388888888888888
G4701450,1880,4864.0,26.0,466.0,29.0,2.9842913245269544,0.0053169734151329,0.0622317596566523
G4701510,1880,1914.0,19.0,125.0,4.0,3.1192660550458715,0.0098292809105018,0.032
G4701550,1880,5056.0,31.0,352.0,17.0,3.177746675997201,0.006093965008846,0.0482954545454545
G4701610,1880,4117.0,15.0,332.0,24.0,2.8272074355724546,0.0036302032913843,0.072289156626506
G4701630,1880,5924.0,45.0,668.0,54.0,2.87123207491952,0.0075389512481152,0.0808383233532934
G4701670,1880,6873.0,73.0,378.0,26.0,2.7018907018907017,0.0105096458393319,0.0687830687830687
G4701690,1880,2060.0,12.0,213.0,18.0,2.8633333333333333,0.0057915057915057,0.0845070422535211
G4701730,1880,3435.0,28.0,293.0,11.0,3.0828526481384375,0.0080854750216575,0.0375426621160409
G4701830,1880,8013.0,57.0,576.0,40.0,2.935694945848375,0.0070631970260223,0.0694444444444444
G4701850,1880,3572.0,30.0,393.0,18.0,2.81926061159288,0.008328706274292,0.0458015267175572
G4801490,1880,8975.0,84.0,546.0,30.0,2.882791586998088,0.0092725466387018,0.0549450549450549
G4801610,1880,4675.0,51.0,310.0,18.0,2.8876281112737923,0.0107913669064748,0.0580645161290322
G4801670,1880,8011.0,58.0,413.0,38.0,2.140746819860484,0.0071880034700706,0.0920096852300242
G4801750,1880,1711.0,6.0,132.0,11.0,2.9301848049281314,0.0034944670937682,0.0833333333333333
G4803930,1880,6.0,0.0,0.0,0.0,0.75,0.0,
G4801910,1880,9.0,0.0,0.0,0.0,0.6923076923076923,0.0,
G4801930,1880,2122.0,9.0,90.0,4.0,3.0347457627118644,0.004223369310183,0.0444444444444444
G4804870,1880,53.0,0.0,1.0,0.0,1.3409090909090908,0.0,0.0
G4802030,1880,7976.0,35.0,568.0,37.0,2.5984893659312265,0.0043689926351267,0.0651408450704225
G4802050,1880,21.0,0.0,1.0,0.0,2.3333333333333335,0.0,0.0
G4802070,1880,7.0,0.0,1.0,0.0,1.5,0.0,0.0
G4802090,1880,2377.0,16.0,154.0,12.0,3.064043209876543,0.0066861679899707,0.0779220779220779
G4802110,1880,28.0,0.0,2.0,0.0,1.1,0.0,0.0
G4802150,1880,1439.0,16.0,113.0,17.0,2.7129521586931156,0.0109965635738831,0.1504424778761062
G4802170,1880,5317.0,14.0,235.0,11.0,3.017085427135678,0.0026261489401613,0.0468085106382978
G4802230,1880,5023.0,9.0,255.0,15.0,2.8310698906922824,0.0017885532591414,0.0588235294117647
G4802310,1880,5601.0,24.0,221.0,14.0,3.0144974226804124,0.0042666666666666,0.0633484162895927
G4802370,1880,2259.0,25.0,73.0,4.0,2.8359497645211933,0.0109457092819614,0.0547945205479452
G4802410,1880,1681.0,2.0,136.0,6.0,3.120458891013384,0.0011883541295306,0.0441176470588235
G4802450,1880,1037.0,7.0,61.0,6.0,2.939189189189189,0.0067049808429118,0.0983606557377049
G4802670,1880,467.0,1.0,15.0,2.0,2.7698412698412698,0.0021367521367521,0.1333333333333333
G4802830,1880,245.0,0.0,5.0,1.0,2.0728476821192054,0.0,0.2
G4802770,1880,8644.0,79.0,436.0,26.0,2.9426378509392044,0.0090565172532385,0.0596330275229357
G4802810,1880,1746.0,10.0,81.0,0.0,3.0068359375,0.0056947608200455,0.0
G4802550,1880,983.0,5.0,64.0,3.0,3.215686274509804,0.0050607287449392,0.046875
G4802870,1880,3012.0,12.0,177.0,7.0,2.831268436578171,0.0039682539682539,0.03954802259887
G4802910,1880,1461.0,11.0,101.0,11.0,2.675739644970414,0.0074728260869565,0.1089108910891089
G4802930,1880,5250.0,18.0,230.0,18.0,2.816655907036798,0.0034168564920273,0.0782608695652174
G4804770,1880,8939.0,141.0,605.0,51.0,2.6507194916837973,0.0155286343612334,0.084297520661157
G4804850,1880,106.0,0.0,7.0,0.0,2.5285714285714285,0.0,0.0
G4804930,1880,2251.0,17.0,129.0,5.0,3.0121765601217656,0.0074955908289241,0.0387596899224806
G4805030,1880,1599.0,8.0,59.0,3.0,2.8897550111358576,0.0049782202862476,0.0508474576271186
G4805050,1880,1236.0,13.0,72.0,2.0,2.4363636363636365,0.010408326661329,0.0277777777777777
G4903.00,1880,2274.0,20.0,185.0,4.0,2.745775729646698,0.00871839581517,0.0216216216216216
G49021.0,1880,1344.0,14.0,94.0,1.0,3.181578947368421,0.0103092783505154,0.0106382978723404
G49023.0,1880,1185.0,19.0,82.0,2.0,2.73187414500684,0.0157807308970099,0.024390243902439
G49031.0,1880,572.0,4.0,30.0,0.0,2.680597014925373,0.0069444444444444,0.0
G49035.0,1880,10882.0,137.0,1073.0,49.0,2.581017795816422,0.0124330701515564,0.0456663560111835
G49037.0,1880,78.0,0.0,0.0,0.0,2.163265306122449,0.0,
G49047.0,1880,255.0,4.0,5.0,0.0,2.5714285714285716,0.0154440154440154,0.0
G49049.0,1880,6170.0,49.0,606.0,13.0,3.0549927641099854,0.0078790802379803,0.0214521452145214
G49051.0,1880,967.0,1.0,58.0,1.0,3.138059701492537,0.0010330578512396,0.0172413793103448
G49053.0,1880,1395.0,21.0,131.0,8.0,2.102972399150743,0.0148305084745762,0.0610687022900763
G49057.0,1880,4055.0,30.0,312.0,6.0,2.7539473684210525,0.00734394124847,0.0192307692307692
G5001.00,1880,9937.0,73.0,1928.0,114.0,2.0062346495371246,0.0072927072927072,0.0591286307053941
G5003.00,1880,8571.0,69.0,1494.0,90.0,2.104695431472081,0.0079861111111111,0.0602409638554216
G5005.00,1880,10070.0,87.0,1896.0,62.0,1.8072687224669604,0.008565521315349,0.0327004219409282
G5007.00,1880,12248.0,59.0,2068.0,81.0,2.237336114421931,0.004794019663606,0.0391682785299806
G50013.0,1880,1496.0,13.0,227.0,19.0,2.605875152998776,0.0086149768058316,0.0837004405286343
G50019.0,1880,9109.0,74.0,1567.0,76.0,2.041467965996268,0.0080583687248175,0.0485003190810465
G50021.0,1880,16189.0,116.0,2606.0,150.0,2.134225144541435,0.007114382091383,0.0575594781273983
G50023.0,1880,10815.0,116.0,2216.0,143.0,1.738674217188541,0.0106120208581099,0.0645306859205776
G51059.0,1880,5110.0,8.0,662.0,55.0,2.768435101768435,0.0015631105900742,0.0830815709969788
G51063.0,1880,4332.0,21.0,439.0,25.0,3.086378737541528,0.0048242591316333,0.0569476082004555
G51069.0,1880,5698.0,11.0,773.0,59.0,2.6611595073595673,0.001926782273603,0.0763260025873221
G51073.0,1880,3694.0,15.0,368.0,29.0,2.6884377758164164,0.0040442167700188,0.0788043478260869
G51077.0,1880,4342.0,36.0,467.0,26.0,3.0498732037193577,0.0082229328460484,0.0556745182012847
G51079.0,1880,1813.0,7.0,229.0,9.0,2.973172987974098,0.0038461538461538,0.0393013100436681
G51087.0,1880,24418.0,69.0,2267.0,334.0,2.2564338235294117,0.0028178217013109,0.1473312748125275
G51089.0,1880,4695.0,11.0,552.0,37.0,2.948972602739726,0.0023374415639609,0.0670289855072463
G51091.0,1880,1656.0,4.0,224.0,15.0,3.036263736263736,0.0024096385542168,0.0669642857142857
G51095.0,1880,1677.0,3.0,225.0,16.0,2.301395348837209,0.0017857142857142,0.0711111111111111
G51099.0,1880,1728.0,1.0,209.0,17.0,2.857890148212729,0.0005783689994216,0.0813397129186602
G5101010,1880,2629.0,3.0,294.0,25.0,2.6593272171253823,0.0011398176291793,0.0850340136054421
G5101050,1880,4999.0,17.0,496.0,13.0,3.092167577413479,0.0033891547049441,0.0262096774193548
G5101090,1880,5293.0,14.0,795.0,77.0,2.8990933021351273,0.0026380252496702,0.0968553459119496
G5101130,1880,3098.0,2.0,412.0,33.0,3.012903225806451,0.0006451612903225,0.0800970873786407
G5101150,1880,2351.0,5.0,303.0,29.0,2.9563253012048194,0.0021222410865874,0.0957095709570957
G5101170,1880,7298.0,53.0,973.0,96.0,2.770824247710423,0.0072099034145014,0.0986639260020555
G5101190,1880,1885.0,6.0,176.0,14.0,2.7003424657534247,0.0031729243786356,0.0795454545454545
G5101210,1880,5104.0,14.0,576.0,40.0,3.1126173096976015,0.0027354435326299,0.0694444444444444
G5101910,1880,8048.0,49.0,826.0,51.0,2.962709620476611,0.0060516240582931,0.0617433414043583
G5101950,1880,2620.0,16.0,180.0,4.0,3.2109320252277507,0.0060698027314112,0.0222222222222222
G5101970,1880,4486.0,23.0,460.0,27.0,2.977821011673152,0.005100909292526,0.058695652173913
G5101990,1880,1872.0,2.0,200.0,13.0,2.642290748898678,0.0010672358591248,0.065
G53027.0,1880,306.0,4.0,17.0,1.0,2.456730769230769,0.0129032258064516,0.0588235294117647
G5309.00,1880,210.0,1.0,11.0,0.0,1.8224852071005917,0.0047393364928909,0.0
G53011.0,1880,1749.0,24.0,115.0,5.0,2.3420107719928187,0.0135363790186125,0.0434782608695652
G53013.0,1880,2481.0,14.0,108.0,4.0,2.547668754349339,0.0056112224448897,0.037037037037037
G53029.0,1880,329.0,4.0,14.0,1.0,1.8125,0.012012012012012,0.0714285714285714
G53031.0,1880,491.0,10.0,16.0,2.0,1.5461741424802111,0.0199600798403193,0.125
G53033.0,1880,2425.0,20.0,112.0,8.0,1.858611825192802,0.0081799591002045,0.0714285714285714
G53035.0,1880,408.0,8.0,7.0,2.0,1.4615384615384617,0.0192307692307692,0.2857142857142857
G53039.0,1880,1406.0,9.0,65.0,5.0,1.963235294117647,0.0063604240282685,0.0769230769230769
G53041.0,1880,847.0,19.0,73.0,4.0,2.577358490566038,0.0219399538106235,0.0547945205479452
G53045.0,1880,177.0,0.0,8.0,0.0,2.1739130434782608,0.0,0.0
G53053.0,1880,1315.0,15.0,65.0,8.0,2.166475315729047,0.0112781954887218,0.123076923076923
G53055.0,1880,320.0,0.0,19.0,0.0,1.6254416961130742,0.0,0.0
G53061.0,1880,488.0,5.0,10.0,0.0,1.5579514824797844,0.0101419878296146,0.0
G53063.0,1880,1260.0,15.0,39.0,0.0,1.6896551724137931,0.0117647058823529,0.0
G53065.0,1880,215.0,4.0,6.0,0.0,1.3734939759036144,0.0182648401826484,0.0
G53073.0,1880,887.0,12.0,46.0,4.0,1.7158931082981717,0.0133481646273637,0.0869565217391304
G53075.0,1880,2173.0,11.0,67.0,1.0,2.09853249475891,0.00503663003663,0.0149253731343283
G5401.00,1880,4117.0,3.0,402.0,14.0,3.0894977168949773,0.0007281553398058,0.0348258706467661
G5403.00,1880,5668.0,13.0,610.0,51.0,2.770858895705522,0.0022883295194508,0.0836065573770491
G5409.00,1880,1906.0,4.0,309.0,12.0,2.976,0.0020942408376963,0.0388349514563106
G54021.0,1880,2427.0,7.0,183.0,12.0,3.240566037735849,0.0028759244042728,0.0655737704918032
G54029.0,1880,1615.0,4.0,210.0,12.0,2.85563751317176,0.0024706609017912,0.0571428571428571
G54031.0,1880,2130.0,6.0,280.0,19.0,2.969140950792327,0.0028089887640449,0.0678571428571428
G54033.0,1880,6581.0,19.0,739.0,38.0,2.9242902208201893,0.0028787878787878,0.0514208389715832
G54027.0,1880,3393.0,3.0,533.0,53.0,2.8426791277258565,0.0008833922261484,0.099437148217636
G54035.0,1880,5454.0,11.0,399.0,11.0,3.350785340314136,0.0020128087831655,0.0275689223057644
G54037.0,1880,4665.0,9.0,597.0,53.0,2.688913202042305,0.0019255455712451,0.0887772194304857
G54039.0,1880,10605.0,49.0,826.0,48.0,3.08360627478021,0.0045992115637319,0.0581113801452784
G54041.0,1880,3995.0,5.0,410.0,14.0,3.409278824069821,0.00125,0.0341463414634146
G54045.0,1880,2443.0,30.0,173.0,18.0,3.1121212121212123,0.0121310149615851,0.1040462427745664
G54047.0,1880,1067.0,17.0,73.0,7.0,3.1660839160839163,0.0156826568265682,0.0958904109589041
G54053.0,1880,7310.0,37.0,593.0,30.0,3.1036894140342417,0.0050360691438682,0.0505902192242833
G54055.0,1880,2494.0,7.0,223.0,12.0,3.2993874425727414,0.0027988804478208,0.0538116591928251
G54061.0,1880,5037.0,16.0,650.0,25.0,2.881537928645653,0.0031664357807243,0.0384615384615384
G54063.0,1880,3719.0,9.0,396.0,27.0,3.0436893203883497,0.0024141630901287,0.0681818181818181
G54065.0,1880,1954.0,10.0,217.0,11.0,2.8932481751824817,0.005091649694501,0.0506912442396313
G55033.0,1880,5868.0,33.0,408.0,10.0,2.7915182907089675,0.005592272496187,0.0245098039215686
G55035.0,1880,6944.0,38.0,413.0,23.0,2.460918614020951,0.0054425665998281,0.0556900726392251
G55043.0,1880,12740.0,99.0,1531.0,61.0,2.9422996515679443,0.0077108809097281,0.0398432397126061
G55045.0,1880,7928.0,43.0,953.0,29.0,2.6470319634703197,0.0053945552628277,0.0304302203567681
G55049.0,1880,7619.0,35.0,1016.0,48.0,3.003991130820399,0.0045727724065847,0.0472440944881889
G55053.0,1880,4781.0,23.0,401.0,26.0,2.646263910969793,0.0047876769358867,0.0648379052369077
G55057.0,1880,5644.0,29.0,622.0,25.0,2.6127260981912146,0.0051119337211352,0.040192926045016
