gisjoin,state,county,year,total_farms,farm_size_gini
G4803450,Texas,Motley,1910,373.0,0.5173015423385832
G4803470,Texas,Nacogdoches,1910,3991.0,0.4951255821338662
G4803490,Texas,Navarro,1910,5596.0,0.4039894220486573
G4803510,Texas,Newton,1910,891.0,0.5481087318543033
G4803530,Texas,Nolan,1910,1160.0,0.4831621884398014
G4803550,Texas,Nueces,1910,945.0,0.6500965661148184
G4803570,Texas,Ochiltree,1910,264.0,0.3352432065289507
G4803590,Texas,Oldham,1910,87.0,0.3732488674285661
G4803610,Texas,Orange,1910,339.0,0.5853371421692711
G4803630,Texas,Palo Pinto,1910,1921.0,0.5780124100025594
G4803650,Texas,Panola,1910,3398.0,0.4740089410704237
G4803670,Texas,Parker,1910,3634.0,0.4580422251767126
G4803690,Texas,Parmer,1910,161.0,0.4407193244128184
G4803710,Texas,Pecos,1910,56.0,0.0857858366571042
G4803730,Texas,Polk,1910,1764.0,0.5598327892028507
G4803750,Texas,Potter,1910,162.0,0.4070648445542792
G4803770,Texas,Presidio,1910,186.0,0.4822215717965683
G4803790,Texas,Rains,1910,1272.0,0.4359239438558592
G4803810,Texas,Randall,1910,363.0,0.3434928974874323
G4803830,Texas,Reagan,1910,51.0,0.1541678713933176
G4803870,Texas,Red River,1910,4783.0,0.4918291535642163
G4803890,Texas,Reeves,1910,225.0,0.2922580414960301
G4803910,Texas,Refugio,1910,236.0,0.6026416358181034
G4803930,Texas,Roberts,1910,93.0,0.3541963684955934
G4803950,Texas,Robertson,1910,4303.0,0.4717813274525773
G4803970,Texas,Rockwall,1910,922.0,0.340601145781189
G4803990,Texas,Runnels,1910,2526.0,0.4264684184250715
G4804010,Texas,Rusk,1910,4894.0,0.4759332768024378
G4804030,Texas,Sabine,1910,1047.0,0.5064714188787709
G4804050,Texas,San Augustine,1910,1647.0,0.5039504755701477
G4804070,Texas,San Jacinto,1910,1479.0,0.5774778500196927
G4804090,Texas,San Patricio,1910,470.0,0.5974167668132939
G4804110,Texas,San Saba,1910,1530.0,0.5522827056541335
G4804130,Texas,Schleicher,1910,208.0,0.204056407779398
G4804150,Texas,Scurry,1910,1424.0,0.4778143528125801
G4804170,Texas,Shackelford,1910,589.0,0.542659736001879
G4804190,Texas,Shelby,1910,3503.0,0.4421524161952923
G4804210,Texas,Sherman,1910,165.0,0.3034865721900431
G4804230,Texas,Smith,1910,5924.0,0.4533160828721252
G4804250,Texas,Somervell,1910,664.0,0.4389542274024415
G4804270,Texas,Starr,1910,918.0,0.7070609570703545
G4804290,Texas,Stephens,1910,1375.0,0.5068069166999607
G4804310,Texas,Sterling,1910,135.0,0.2246729361932701
G4804330,Texas,Stonewall,1910,834.0,0.4881363154199956
G4804350,Texas,Sutton,1910,131.0,0.1416412280667967
G4804370,Texas,Swisher,1910,510.0,0.3783522902943255
G4804390,Texas,Tarrant,1910,3582.0,0.4883894300114012
G4804410,Texas,Taylor,1910,2404.0,0.4343128615080551
G4804430,Texas,Terrell,1910,60.0,0.2912323262954398
G4804450,Texas,Terry,1910,235.0,0.3114054898096103
G4804470,Texas,Throckmorton,1910,694.0,0.4962477633964022
G4804490,Texas,Titus,1910,2722.0,0.4761578701350252
G4804510,Texas,Tom Green,1910,998.0,0.5185959822171444
G4804530,Texas,Travis,1910,3568.0,0.511406321830342
G4804550,Texas,Trinity,1910,1406.0,0.5128001601296022
G4804570,Texas,Tyler,1910,1123.0,0.5298606785493074
G4804590,Texas,Upshur,1910,3313.0,0.4624837363431632
G4804610,Texas,Upton,1910,105.0,0.0860592861347986
G4804630,Texas,Uvalde,1910,706.0,0.5702422878041284
G4804650,Texas,Val Verde,1910,191.0,0.4651525368062893
G4804670,Texas,Van Zandt,1910,4508.0,0.4179274275581155
G4804690,Texas,Victoria,1910,1519.0,0.5875831695876907
G4804710,Texas,Walker,1910,2161.0,0.519015865237288
G4804730,Texas,Waller,1910,2061.0,0.5499174752745688
G4804750,Texas,Ward,1910,231.0,0.6204076678313494
G4804770,Texas,Washington,1910,3651.0,0.4926648893706177
G4804790,Texas,Webb,1910,337.0,0.3794553574242717
G4804810,Texas,Wharton,1910,2654.0,0.576833231373352
G4804830,Texas,Wheeler,1910,736.0,0.4312034878587515
G4804850,Texas,Wichita,1910,1039.0,0.4646288935478441
G4804870,Texas,Wilbarger,1910,1435.0,0.4327843097912441
G4804910,Texas,Williamson,1910,4482.0,0.4170262746824579
G4804930,Texas,Wilson,1910,2130.0,0.4970228277428943
G4804950,Texas,Winkler,1910,128.0,0.0325731407509652
G4804970,Texas,Wise,1910,3721.0,0.4297331871992625
G4804990,Texas,Wood,1910,3600.0,0.4406848769429208
G4805010,Texas,Yoakum,1910,107.0,0.2422319058144281
G4805030,Texas,Young,1910,1796.0,0.4730566405134084
G4805050,Texas,Zapata,1910,297.0,0.7301465045095777
G4805070,Texas,Zavala,1910,150.0,0.548833670596045
G4900010,Utah,Beaver,1910,319.0,0.5693477793225438
G4900030,Utah,Box Elder,1910,1527.0,0.6025112518213401
G4900050,Utah,Cache,1910,1907.0,0.5900637195269048
G4900070,Utah,Carbon,1910,171.0,0.59426691168205
G4900110,Utah,Davis,1910,1302.0,0.6018714377423693
G4900150,Utah,Emery,1910,666.0,0.4719141410082815
G4900170,Utah,Garfield,1910,409.0,0.5952626444187508
G4900190,Utah,Grand,1910,172.0,0.6854875380203495
G4900210,Utah,Iron,1910,373.0,0.6420776947439482
G4900230,Utah,Juab,1910,507.0,0.5791102594362774
G4900250,Utah,Kane,1910,166.0,0.7303004100836062
G4900270,Utah,Millard,1910,736.0,0.5300609115271029
G4900290,Utah,Morgan,1910,242.0,0.5672219776641203
G4900310,Utah,Piute,1910,198.0,0.5416640618813635
G4900330,Utah,Rich,1910,219.0,0.554615136001876
G4900350,Utah,Salt Lake,1910,2180.0,0.59915829229029
G4900370,Utah,San Juan,1910,157.0,0.6495860286679707
G4900390,Utah,Sanpete,1910,1708.0,0.5982552777388914
G4900410,Utah,Sevier,1910,1059.0,0.568513592431095
G4900430,Utah,Summit,1910,447.0,0.626885738341996
G4900450,Utah,Tooele,1910,320.0,0.5560135302669987
G4900470,Utah,Uintah,1910,675.0,0.4455297488975831
G4900490,Utah,Utah,1910,2873.0,0.6018520532491074
G4900510,Utah,Wasatch,1910,964.0,0.426715256505365
G4900530,Utah,Washington,1910,598.0,0.6314145725572984
G4900550,Utah,Wayne,1910,246.0,0.4428491462516949
G4900570,Utah,Weber,1910,1535.0,0.6149261280766536
G4909995,Utah,Indian Reservations [multi-reservation reporting area],1910,0.0,
G5000010,Vermont,Addison,1910,2690.0,0.4612690698346577
G5000030,Vermont,Bennington,1910,1688.0,0.5341519468465661
G5000050,Vermont,Caledonia,1910,2633.0,0.4525591570622134
G5000070,Vermont,Chittenden,1910,2206.0,0.4956288782735913
G5000090,Vermont,Essex,1910,808.0,0.447424078641879
G5000110,Vermont,Franklin,1910,2698.0,0.4697583002025007
G5000130,Vermont,Grand Isle,1910,544.0,0.4559535573946459
G5000150,Vermont,Lamoille,1910,1629.0,0.4270199876380127
G5000170,Vermont,Orange,1910,3016.0,0.4291159496510317
G5000190,Vermont,Orleans,1910,2806.0,0.4268935185277486
G5000210,Vermont,Rutland,1910,2863.0,0.4922553957191689
G5000230,Vermont,Washington,1910,2830.0,0.4601528033203343
G5000250,Vermont,Windham,1910,2553.0,0.4607877108699079
G5000270,Vermont,Windsor,1910,3745.0,0.4507544167201157
G5100010,Virginia,Accomack,1910,2977.0,0.4147825050129505
G5100030,Virginia,Albemarle,1910,2741.0,0.5923640048123895
G5100035,Virginia,Alexandria,1910,96.0,0.6263480392156863
G5100050,Virginia,Alleghany,1910,574.0,0.545859800858495
G5100070,Virginia,Amelia,1910,1250.0,0.5819851040442503
G5100090,Virginia,Amherst,1910,2317.0,0.49648562060312
G5100110,Virginia,Appomattox,1910,1196.0,0.4889265479389008
G5100150,Virginia,Augusta,1910,3106.0,0.522448507919901
G5100170,Virginia,Bath,1910,563.0,0.5773631698457689
G5100190,Virginia,Bedford,1910,3962.0,0.4543008713214507
G5100210,Virginia,Bland,1910,763.0,0.5661394475607094
G5100230,Virginia,Botetourt,1910,1668.0,0.5198423662468104
G5100250,Virginia,Brunswick,1910,2219.0,0.5479945862637765
G5100270,Virginia,Buchanan,1910,1695.0,0.542632019540217
G5100290,Virginia,Buckingham,1910,2127.0,0.583131589730831
G5100310,Virginia,Campbell,1910,2397.0,0.5401705815647522
G5100330,Virginia,Caroline,1910,2648.0,0.5594290828330849
G5100350,Virginia,Carroll,1910,3431.0,0.4839324631891863
G5100360,Virginia,Charles City,1910,844.0,0.6850569172862662
G5100370,Virginia,Charlotte,1910,2209.0,0.554688746023625
G5100410,Virginia,Chesterfield,1910,1897.0,0.6108183041756942
G5100430,Virginia,Clarke,1910,585.0,0.4700414300779431
G5100450,Virginia,Craig,1910,560.0,0.5085257566513701
G5100470,Virginia,Culpeper,1910,1615.0,0.6029418104175104
G5100490,Virginia,Cumberland,1910,1520.0,0.5768450403557659
G5100510,Virginia,Dickenson,1910,1417.0,0.5254999256489327
G5100530,Virginia,Dinwiddie,1910,2274.0,0.5304070056531845
G5100550,Virginia,Elizabeth City,1910,390.0,0.6479339869850731
G5100570,Virginia,Essex,1910,1480.0,0.6208606547460621
G5100590,Virginia,Fairfax,1910,2320.0,0.5707426524311152
G5100610,Virginia,Fauquier,1910,2400.0,0.5798897284408824
G5100630,Virginia,Floyd,1910,2416.0,0.4706473078791277
G5100650,Virginia,Fluvanna,1910,1438.0,0.54251242531361
G5100670,Virginia,Franklin,1910,4335.0,0.4638618855673208
G5100690,Virginia,Frederick,1910,1765.0,0.4595828652247303
G5100710,Virginia,Giles,1910,1263.0,0.6180914046192165
G5100730,Virginia,Gloucester,1910,1997.0,0.647584509397156
G5100750,Virginia,Goochland,1910,1252.0,0.5672059177049131
G5100770,Virginia,Grayson,1910,2655.0,0.5305680760653546
G5100790,Virginia,Greene,1910,871.0,0.5083621212863778
G5100810,Virginia,Greensville,1910,1187.0,0.5394213557453325
G5100830,Virginia,Halifax,1910,5454.0,0.5232430827891643
G5100850,Virginia,Hanover,1910,2461.0,0.5485783236466046
G5100870,Virginia,Henrico,1910,1508.0,0.6276373567702986
G5100890,Virginia,Henry,1910,2353.0,0.4664994511416567
G5100910,Virginia,Highland,1910,736.0,0.5449180796340705
G5100930,Virginia,Isle Of Wight,1910,1645.0,0.4978698716181323
G5100950,Virginia,James City,1910,490.0,0.6643522767155918
G5100970,Virginia,King And Queen,1910,1629.0,0.5325259862299478
G5100990,Virginia,King George,1910,1005.0,0.5597854182854096
G5101010,Virginia,King William,1910,1088.0,0.6196700626861433
G5101030,Virginia,Lancaster,1910,1191.0,0.6317801392348106
G5101050,Virginia,Lee,1910,3222.0,0.6126383329552947
G5101070,Virginia,Loudoun,1910,2144.0,0.5751651195330766
G5101090,Virginia,Louisa,1910,2223.0,0.5259488672990922
G5101110,Virginia,Lunenburg,1910,1849.0,0.5261313038557899
G5101130,Virginia,Madison,1910,1279.0,0.5598145101936252
G5101150,Virginia,Mathews,1910,1387.0,0.5754078875259995
G5101170,Virginia,Mecklenburg,1910,3636.0,0.5473618368078395
G5101190,Virginia,Middlesex,1910,1514.0,0.612282818966253
G5101210,Virginia,Montgomery,1910,1676.0,0.5782173710026506
G5101230,Virginia,Nansemond,1910,2102.0,0.5401961798622279
G5101250,Virginia,Nelson,1910,2202.0,0.5957417980176021
G5101270,Virginia,New Kent,1910,707.0,0.6349570040683921
G5101290,Virginia,Norfolk,1910,1436.0,0.5762995234574373
G5101310,Virginia,Northampton,1910,1298.0,0.5057977168125658
G5101330,Virginia,Northumberland,1910,1641.0,0.5602035969193156
G5101350,Virginia,Nottoway,1910,1359.0,0.5965441477197827
G5101370,Virginia,Orange,1910,1370.0,0.5848357030488978
G5101390,Virginia,Page,1910,1322.0,0.5997689551831094
G5101410,Virginia,Patrick,1910,2997.0,0.5134303843242566
G5101430,Virginia,Pittsylvania,1910,6347.0,0.4672840504692092
G5101450,Virginia,Powhatan,1910,890.0,0.5797930900034914
G5101470,Virginia,Prince Edward,1910,1682.0,0.5421859099219661
G5101490,Virginia,Prince George,1910,1091.0,0.5134743372465986
G5101510,Virginia,Princess Anne,1910,1423.0,0.4983993907866658
G5101530,Virginia,Prince William,1910,1264.0,0.5260606819062297
G5101550,Virginia,Pulaski,1910,1089.0,0.6710564384960496
G5101570,Virginia,Rappahannock,1910,966.0,0.6038583942394837
G5101590,Virginia,Richmond,1910,1098.0,0.5557953775865239
G5101610,Virginia,Roanoke,1910,1217.0,0.5498017458852966
G5101630,Virginia,Rockbridge,1910,1994.0,0.5119574090895995
G5101650,Virginia,Rockingham,1910,3528.0,0.5289462309875932
G5101670,Virginia,Russell,1910,2857.0,0.6108966054216509
G5101690,Virginia,Scott,1910,3998.0,0.5666532738140406
G5101710,Virginia,Shenandoah,1910,2288.0,0.5234615255089373
G5101730,Virginia,Smyth,1910,1870.0,0.6459377838043026
G5101750,Virginia,Southampton,1910,2882.0,0.5579336623145605
G5101770,Virginia,Spotsylvania,1910,1590.0,0.5514862940324261
G5101790,Virginia,Stafford,1910,1124.0,0.4921823581946276
G5101810,Virginia,Surry,1910,1094.0,0.5482048769554095
G5101830,Virginia,Sussex,1910,1624.0,0.5610227418483462
G5101850,Virginia,Tazewell,1910,1995.0,0.6349783598817513
G5101870,Virginia,Warren,1910,726.0,0.5264614191033508
G5101890,Virginia,Warwick,1910,431.0,0.6760271866919001
G5101910,Virginia,Washington,1910,3602.0,0.5749049411853215
G5101930,Virginia,Westmoreland,1910,1315.0,0.5257443323537783
G5101950,Virginia,Wise,1910,1731.0,0.5779438925609673
G5101970,Virginia,Wythe,1910,1662.0,0.6498590957311857
G5101990,Virginia,York,1910,1123.0,0.6523606191455646
G5105100,Virginia,Alexandria City,1910,2.0,0.40625
G5105200,Virginia,Bristol City,1910,4.0,0.3852459016393443
G5105300,Virginia,Buena Vista City,1910,12.0,0.3896882494004796
G5105400,Virginia,Charlottesville City,1910,2.0,0.3
G5105600,Virginia,Clifton Forge City,1910,0.0,
G5105900,Virginia,Danville City,1910,12.0,0.5630755064456722
G5106300,Virginia,Fredericksburg City,1910,2.0,0.0
G5106800,Virginia,Lynchburg City,1910,8.0,0.7528359511343805
G5107000,Virginia,Newport News City,1910,1.0,0.0
G5107100,Virginia,Norfolk City,1910,4.0,0.3436454849498327
G5107300,Virginia,Petersburg City,1910,17.0,0.6237674260455628
G5107400,Virginia,Portsmouth City,1910,0.0,
G5107500,Virginia,Radford City,1910,66.0,0.6510919494626216
G5107600,Virginia,Richmond City,1910,4.0,0.5214285714285714
G5107700,Virginia,Roanoke City,1910,4.0,0.3482142857142857
G5107900,Virginia,Staunton City,1910,6.0,0.7795890140288481
G5108300,Virginia,Williamsburg City,1910,6.0,0.4504504504504504
G5108400,Virginia,Winchester City,1910,23.0,0.6353781479895684
G5300010,Washington,Adams,1910,1263.0,0.3474264108341565
G5300030,Washington,Asotin,1910,555.0,0.6125914330412928
G5300050,Washington,Benton,1910,1239.0,0.71353779788413
G5300055,Washington,Chehalis,1910,742.0,0.5186662248784856
G5300070,Washington,Chelan,1910,1661.0,0.6006928033964678
G5300090,Washington,Clallam,1910,607.0,0.417302888037209
G5300110,Washington,Clark,1910,2515.0,0.4802546697985027
G5300130,Washington,Columbia,1910,703.0,0.476241078177774
G5300150,Washington,Cowlitz,1910,909.0,0.4699005378971121
G5300170,Washington,Douglas,1910,1730.0,0.4170653583409006
G5300190,Washington,Ferry,1910,590.0,0.2489787176531215
G5300210,Washington,Franklin,1910,620.0,0.4528442392306846
G5300230,Washington,Garfield,1910,504.0,0.3992598772644318
G5300250,Washington,Grant,1910,1607.0,0.4453256721526544
G5300290,Washington,Island,1910,458.0,0.5710034403308195
G5300310,Washington,Jefferson,1910,262.0,0.444744911799954
G5300330,Washington,King,1910,3287.0,0.5969344851880938
G5300350,Washington,Kitsap,1910,950.0,0.4949474888038235
G5300370,Washington,Kittitas,1910,871.0,0.4994297366572627
G5300390,Washington,Klickitat,1910,1641.0,0.5148625920272303
G5300410,Washington,Lewis,1910,2261.0,0.4527953637559866
G5300430,Washington,Lincoln,1910,2139.0,0.3955569798002616
G5300450,Washington,Mason,1910,385.0,0.4881053800961324
G5300470,Washington,Okanogan,1910,2173.0,0.3495136378604985
G5300490,Washington,Pacific,1910,347.0,0.5172245695661405
G5300530,Washington,Pierce,1910,2970.0,0.6432997566168528
G5300550,Washington,San Juan,1910,483.0,0.5129923364920266
G5300570,Washington,Skagit,1910,1897.0,0.5232022492664707
G5300590,Washington,Skamania,1910,232.0,0.4192190922303155
G5300610,Washington,Snohomish,1910,1813.0,0.5346600119054004
G5300630,Washington,Spokane,1910,3947.0,0.543647152808012
G5300650,Washington,Stevens,1910,3196.0,0.3119097143397559
G5300670,Washington,Thurston,1910,1173.0,0.6100633969169138
G5300690,Washington,Wahkiakum,1910,229.0,0.4158426879301693
G5300710,Washington,Walla Walla,1910,1383.0,0.5828711408977155
G5300730,Washington,Whatcom,1910,2413.0,0.4463065203453275
G5300750,Washington,Whitman,1910,3096.0,0.43767432997645
G5300770,Washington,Yakima,1910,3341.0,0.6330081569594797
G5309995,Washington,Indian Reservations [multi-reservation reporting area],1910,0.0,
G5400010,West Virginia,Barbour,1910,2026.0,0.4814418889641211
G5400030,West Virginia,Berkeley,1910,1288.0,0.4477101679389812
G5400050,West Virginia,Boone,1910,1172.0,0.5565613893000572
G5400070,West Virginia,Braxton,1910,2870.0,0.4777763686399066
G5400090,West Virginia,Brooke,1910,468.0,0.4145247556004956
G5400110,West Virginia,Cabell,1910,2289.0,0.4716281607902569
G5400130,West Virginia,Calhoun,1910,1749.0,0.4443565371640521
G5400150,West Virginia,Clay,1910,1099.0,0.4709630673592261
G5400170,West Virginia,Doddridge,1910,1755.0,0.4782269362097041
G5400190,West Virginia,Fayette,1910,1672.0,0.5042972437246569
G5400210,West Virginia,Gilmer,1910,1663.0,0.4878812877468265
G5400230,West Virginia,Grant,1910,928.0,0.498453156664574
G5400250,West Virginia,Greenbrier,1910,2551.0,0.5225783109450293
G5400270,West Virginia,Hampshire,1910,1699.0,0.4796464517788473
G5400290,West Virginia,Hancock,1910,452.0,0.4256486857762892
G5400310,West Virginia,Hardy,1910,1106.0,0.5079769914693992
G5400330,West Virginia,Harrison,1910,2286.0,0.5139673456776355
G5400350,West Virginia,Jackson,1910,3145.0,0.4333434406451786
G5400370,West Virginia,Jefferson,1910,836.0,0.4250928607712716
G5400390,West Virginia,Kanawha,1910,3807.0,0.5226916289759709
G5400410,West Virginia,Lewis,1910,1815.0,0.4995991281551473
G5400430,West Virginia,Lincoln,1910,2936.0,0.4632061452790422
G5400450,West Virginia,Logan,1910,1110.0,0.6658136855219872
G5400470,West Virginia,McDowell,1910,880.0,0.6383706803112694
G5400490,West Virginia,Marion,1910,2333.0,0.4654280316027891
G5400510,West Virginia,Marshall,1910,1957.0,0.4048367718104689
G5400530,West Virginia,Mason,1910,2695.0,0.4979475353500313
G5400550,West Virginia,Mercer,1910,1956.0,0.5308668483240409
G5400570,West Virginia,Mineral,1910,728.0,0.4720774120803859
G5400590,West Virginia,Mingo,1910,1059.0,0.6027540604364983
G5400610,West Virginia,Monongalia,1910,2087.0,0.4718730437577232
G5400630,West Virginia,Monroe,1910,1918.0,0.5121905730447118
G5400650,West Virginia,Morgan,1910,866.0,0.4670937231288093
G5400670,West Virginia,Nicholas,1910,1670.0,0.4537950511536153
G5400690,West Virginia,Ohio,1910,706.0,0.4579022945455
G5400710,West Virginia,Pendleton,1910,1321.0,0.5180620408457501
G5400730,West Virginia,Pleasants,1910,895.0,0.4579713060897171
G5400750,West Virginia,Pocahontas,1910,1198.0,0.5197722271145939
G5400770,West Virginia,Preston,1910,2837.0,0.4283215070225452
G5400790,West Virginia,Putnam,1910,2279.0,0.4848321457504257
G5400810,West Virginia,Raleigh,1910,1598.0,0.4813740960720288
G5400830,West Virginia,Randolph,1910,1856.0,0.5693853492640009
G5400850,West Virginia,Ritchie,1910,2255.0,0.4761248311930727
G5400870,West Virginia,Roane,1910,2887.0,0.4801137300018298
G5400890,West Virginia,Summers,1910,2012.0,0.4441000228793665
G5400910,West Virginia,Taylor,1910,1159.0,0.4858569589773097
G5400930,West Virginia,Tucker,1910,828.0,0.457359264885296
G5400950,West Virginia,Tyler,1910,1764.0,0.4628927825253142
G5400970,West Virginia,Upshur,1910,2200.0,0.4481144591513037
G5400990,West Virginia,Wayne,1910,3188.0,0.4888817043331664
G5401010,West Virginia,Webster,1910,1084.0,0.4810912251552558
G5401030,West Virginia,Wetzel,1910,2133.0,0.4165620481708789
G5401050,West Virginia,Wirt,1910,1429.0,0.4394276809575935
G5401070,West Virginia,Wood,1910,2723.0,0.4353244533969272
G5401090,West Virginia,Wyoming,1910,1462.0,0.6165792395822499
G5500010,Wisconsin,Adams,1910,1681.0,0.3491185700789649
G5500030,Wisconsin,Ashland,1910,718.0,0.3754556586456067
G5500050,Wisconsin,Barron,1910,3852.0,0.3601642630300637
G5500070,Wisconsin,Bayfield,1910,1086.0,0.4364625131805676
G5500090,Wisconsin,Brown,1910,3615.0,0.3610932131789548
G5500110,Wisconsin,Buffalo,1910,2161.0,0.3527204338761549
G5500130,Wisconsin,Burnett,1910,1676.0,0.3126667863318453
G5500150,Wisconsin,Calumet,1910,2074.0,0.3067271861927458
G5500170,Wisconsin,Chippewa,1910,3079.0,0.3809494527483842
G5500190,Wisconsin,Clark,1910,4196.0,0.3525710213359347
G5500210,Wisconsin,Columbia,1910,3327.0,0.3551880875836216
G5500230,Wisconsin,Crawford,1910,1983.0,0.3761105184515827
G5500250,Wisconsin,Dane,1910,6058.0,0.3495679260759708
G5500270,Wisconsin,Dodge,1910,4741.0,0.3211872579886204
G5500290,Wisconsin,Door,1910,2310.0,0.347035879533632
G5500310,Wisconsin,Douglas,1910,853.0,0.4218274095513441
G5500330,Wisconsin,Dunn,1910,3297.0,0.350966332838049
G5500350,Wisconsin,Eau Claire,1910,2158.0,0.3553754905750549
G5500370,Wisconsin,Florence,1910,274.0,0.3898839733934204
G5500390,Wisconsin,Fond du Lac,1910,4242.0,0.3521585917608865
G5500410,Wisconsin,Forest,1910,237.0,0.4663429094528805
G5500430,Wisconsin,Grant,1910,4056.0,0.3649694508920419
G5500450,Wisconsin,Green,1910,2465.0,0.3494571556370378
G5500470,Wisconsin,Green Lake,1910,1602.0,0.4018198426128702
G5500490,Wisconsin,Iowa,1910,2495.0,0.3491048124066344
G5500510,Wisconsin,Iron,1910,119.0,0.4505103257775711
G5500530,Wisconsin,Jackson,1910,2382.0,0.3684883746253466
G5500550,Wisconsin,Jefferson,1910,3356.0,0.3514506384451267
G5500570,Wisconsin,Juneau,1910,2470.0,0.354140772723452
G5500590,Wisconsin,Kenosha,1910,1423.0,0.4085661216676582
G5500610,Wisconsin,Kewaunee,1910,2074.0,0.2661941920809689
G5500630,Wisconsin,La Crosse,1910,1811.0,0.3751251796646517
G5500650,Wisconsin,Lafayette,1910,2441.0,0.3609134425407282
G5500670,Wisconsin,Langlade,1910,1434.0,0.3915477586422127
G5500690,Wisconsin,Lincoln,1910,1119.0,0.372137756073608
G5500710,Wisconsin,Manitowoc,1910,3906.0,0.2931404370170331
G5500730,Wisconsin,Marathon,1910,5080.0,0.329284707303999
G5500750,Wisconsin,Marinette,1910,1919.0,0.3927633261198283
G5500770,Wisconsin,Marquette,1910,1476.0,0.3043749847220878
G5500790,Wisconsin,Milwaukee,1910,2443.0,0.4376137324029143
G5500810,Wisconsin,Monroe,1910,3494.0,0.3356740382870363
G5500830,Wisconsin,Oconto,1910,2868.0,0.3618419238594746
G5500850,Wisconsin,Oneida,1910,688.0,0.4513322525021443
G5500870,Wisconsin,Outagamie,1910,3650.0,0.3285816246403327
G5500890,Wisconsin,Ozaukee,1910,1714.0,0.3419776233321443
G5500910,Wisconsin,Pepin,1910,1038.0,0.3918940486635257
G5500930,Wisconsin,Pierce,1910,3213.0,0.3679491028343827
G5500950,Wisconsin,Polk,1910,3399.0,0.3531248524134927
G5500970,Wisconsin,Portage,1910,3229.0,0.330385461924056
G5500990,Wisconsin,Price,1910,1352.0,0.3779014237915461
G5501010,Wisconsin,Racine,1910,2203.0,0.4076247257835783
G5501030,Wisconsin,Richland,1910,2546.0,0.3572282343138373
G5501050,Wisconsin,Rock,1910,3787.0,0.3755353788226157
G5501070,Wisconsin,Rusk,1910,1069.0,0.4276089027007078
G5501090,Wisconsin,St Croix,1910,3119.0,0.3728092454766053
G5501110,Wisconsin,Sauk,1910,3806.0,0.3662754184356914
G5501130,Wisconsin,Sawyer,1910,388.0,0.3876485784457355
G5501150,Wisconsin,Shawano,1910,3549.0,0.3160633167207158
G5501170,Wisconsin,Sheboygan,1910,3647.0,0.3295284835469373
G5501190,Wisconsin,Taylor,1910,1582.0,0.3434387641716127
G5501210,Wisconsin,Trempealeau,1910,3008.0,0.3362207353610802
G5501230,Wisconsin,Vernon,1910,4003.0,0.3556410447294703
G5501250,Wisconsin,Vilas,1910,149.0,0.4281098774161264
G5501270,Wisconsin,Walworth,1910,2803.0,0.3659673024038085
G5501290,Wisconsin,Washburn,1910,972.0,0.4033419483730116
G5501310,Wisconsin,Washington,1910,2795.0,0.2786768345222593
G5501330,Wisconsin,Waukesha,1910,3506.0,0.387312403637703
G5501350,Wisconsin,Waupaca,1910,3794.0,0.3212954192284328
G5501370,Wisconsin,Waushara,1910,2622.0,0.3339290694430236
G5501390,Wisconsin,Winnebago,1910,2739.0,0.3667498534044501
G5501410,Wisconsin,Wood,1910,2706.0,0.3890466725057971
G5509995,Wisconsin,Indian Reservations [multi-reservation reporting area],1910,0.0,
G5600010,Wyoming,Albany,1910,453.0,0.4659322941585055
G5600030,Wyoming,Big Horn,1910,1078.0,0.4685999016537618
G5600070,Wyoming,Carbon,1910,486.0,0.4159413061965342
G5600090,Wyoming,Converse,1910,684.0,0.4452536617504005
G5600110,Wyoming,Crook,1910,1341.0,0.4027286008490995
G5600130,Wyoming,Fremont,1910,846.0,0.5082981466077344
G5600190,Wyoming,Johnson,1910,338.0,0.4339458378591684
G5600210,Wyoming,Laramie,1910,1933.0,0.4417202715330595
G5600250,Wyoming,Natrona,1910,269.0,0.4737545007469335
G5600290,Wyoming,Park,1910,624.0,0.5492814880774763
G5600330,Wyoming,Sheridan,1910,799.0,0.470854324348481
G5600370,Wyoming,Sweetwater,1910,203.0,0.663933355628745
G5600410,Wyoming,Uinta,1910,1286.0,0.479580925926607
G5600450,Wyoming,Weston,1910,647.0,0.3957100749040544
G5600470,Wyoming,Yellowstone National Park,1910,0.0,
G5609995,Wyoming,Indian Reservations [multi-reservation reporting area],1910,0.0,
G0100010,Alabama,Autauga,1920,2481.0,0.6119346014220334
G0100030,Alabama,Baldwin,1920,2122.0,0.6553750200867177
G0100050,Alabama,Barbour,1920,4268.0,0.5058164944662341
G0100070,Alabama,Bibb,1920,1844.0,0.5820140356767945
G0100090,Alabama,Blount,1920,4019.0,0.4142023968351557
G0100110,Alabama,Bullock,1920,3700.0,0.4790628699861428
G0100130,Alabama,Butler,1920,3627.0,0.5472559746310589
G0100150,Alabama,Calhoun,1920,3521.0,0.4373354237277483
G0100170,Alabama,Chambers,1920,4918.0,0.4285719735173886
G0100190,Alabama,Cherokee,1920,3717.0,0.4593184346357757
G0100210,Alabama,Chilton,1920,3443.0,0.4475093409005125
G0100230,Alabama,Choctaw,1920,3039.0,0.6641845308413815
G0100250,Alabama,Clarke,1920,3762.0,0.6988298382906328
G0100270,Alabama,Clay,1920,3576.0,0.4225182135301817
G0100290,Alabama,Cleburne,1920,2235.0,0.4535392329184931
G0100310,Alabama,Coffee,1920,4789.0,0.4400620299621032
