gisjoin,year,bpd_fc
G2701490,1870,0.7933884297520661
G2701570,1870,0.8215223004830428
G2701670,1870,0.8264462809917356
G2701710,1870,0.866475679055168
G2707.00,1870,0.5
G2709.00,1870,0.8365450931072254
G27019.0,1870,0.9016173570019724
G27023.0,1870,0.893061224489796
G27027.0,1870,0.6666666666666667
G27033.0,1870,0.8375943511078646
G27037.0,1870,0.8401454909383043
G27049.0,1870,0.7961244843853461
G27051.0,1870,0.826530612244898
G27039.0,1870,0.7444696397077349
G27041.0,1870,0.8448771304003171
G27043.0,1870,0.7664641268872566
G27045.0,1870,0.7916115471127891
G2801490,1870,0.8054632858893392
G2801530,1870,0.7348732404481471
G2801570,1870,0.527838984841442
G2801610,1870,0.8514466279475761
G28019.0,1870,0.818547290049638
G28021.0,1870,0.5712789251730102
G28031.0,1870,0.563700383068567
G28033.0,1870,0.8547304150269788
G28047.0,1870,0.5692193515130022
G28049.0,1870,0.7908838396908373
G28051.0,1870,0.7898543184183142
G28059.0,1870,0.4604338632625891
G28063.0,1870,0.6016303479141136
G29047.0,1870,0.761245573298045
G29049.0,1870,0.8551212883663166
G29051.0,1870,0.8210367232532213
G29055.0,1870,0.7962490864651504
G29065.0,1870,0.8268165487447376
G29071.0,1870,0.808144351201899
G2901290,1870,0.8838000945934873
G2901330,1870,0.8166875977702867
G2901350,1870,0.8036403765596145
G2901390,1870,0.8357511471793685
G2901470,1870,0.8819407660967696
G2901490,1870,0.7546924652213827
G2901530,1870,0.8445512172367956
G2901570,1870,0.5735873231575628
G2901630,1870,0.7932601428615927
G2903.00,1870,0.8851609786113259
G2905.00,1870,0.8921607498557695
G2907.00,1870,0.8390493955248075
G2909.00,1870,0.8347274929775743
G29011.0,1870,0.8921247209821428
G29013.0,1870,0.8937341260612368
G39047.0,1870,0.4984877688530371
G39049.0,1870,0.6386178336036673
G39053.0,1870,0.5795769205264248
G39055.0,1870,0.7356051727945059
G39057.0,1870,0.6265256838328421
G39061.0,1870,0.6803496093384864
G3901150,1870,0.5384754454459915
G3901130,1870,0.6575590706465777
G3901230,1870,0.6760866764347119
G3901290,1870,0.4909155849450958
G3901310,1870,0.5211523437500001
G3901330,1870,0.6876012242244058
G3901350,1870,0.628658172489198
G3901450,1870,0.6048267689562932
G3901470,1870,0.6961523266703649
G3901490,1870,0.4935293617744539
G3901510,1870,0.5743681851422164
G4201230,1870,0.6281106567509784
G4201270,1870,0.5819947280803173
G4201290,1870,0.0535864220477037
G4201.00,1870,0.1577377580978881
G4203.00,1870,0.2703331979771166
G42025.0,1870,0.0867001225374682
G42027.0,1870,0.0704990077540889
G42029.0,1870,0.1203153070151472
G42031.0,1870,0.0655455337373858
G42033.0,1870,0.128990285919753
G42037.0,1870,0.0635867264081134
G42041.0,1870,0.0736842350766551
G42043.0,1870,0.0908308834749346
G42047.0,1870,0.4800644801289603
G42081.0,1870,0.2319343067507346
G4201010,1870,0.3576370847703143
G4201030,1870,0.5698749364847809
G4201050,1870,0.5252954533314464
G4201070,1870,0.0641115155949875
G4401.00,1870,0.3867722951561794
