gisjoin,year,n_heads,n_farmers,share_farmers_fc
G1302990,1910,4243,874.0,0.2059863304265849
G1302730,1910,4675,2439.0,0.5217112299465241
G1302750,1910,6220,1997.0,0.3210610932475884
G1302790,1910,2160,1284.0,0.5944444444444444
G1302850,1910,5577,2555.0,0.4581316119777658
G1302870,1910,2057,1103.0,0.5362177929022849
G1302890,1910,2167,1514.0,0.6986617443470236
G1303110,1910,793,598.0,0.7540983606557377
G1302930,1910,2571,1599.0,0.6219369894982497
G1303050,1910,2558,1131.0,0.4421422986708366
G1302970,1910,5158,3250.0,0.6300891818534315
G1303010,1910,2476,1620.0,0.654281098546042
G1303150,1910,2753,1577.0,0.5728296403922993
G1303210,1910,3878,2368.0,0.6106240330067045
G1303130,1910,3277,1662.0,0.5071711931644797
G17011.0,1910,9883,2932.0,0.2966710513002125
G17013.0,1910,1901,965.0,0.5076275644397685
G17017.0,1910,4138,1139.0,0.2752537457709038
G17025.0,1910,4253,2534.0,0.5958147190218669
G17019.0,1910,12051,3407.0,0.2827151273753215
G17029.0,1910,8159,2485.0,0.3045716386812109
G17059.0,1910,3126,1436.0,0.4593730006397952
G17065.0,1910,3925,2718.0,0.692484076433121
G17069.0,1910,1510,588.0,0.3894039735099338
G17073.0,1910,9941,3031.0,0.3048989035308319
G17081.0,1910,6641,3660.0,0.5511218190031621
G17085.0,1910,5440,2051.0,0.3770220588235294
G17087.0,1910,3047,1831.0,0.6009189366590089
G17089.0,1910,19991,2038.0,0.1019458756440398
G1701010,1910,5211,1755.0,0.3367875647668393
G1701150,1910,12714,2243.0,0.1764196948246028
G1701190,1910,17892,2167.0,0.121115582383188
G1701410,1910,6897,2635.0,0.382050166739162
G1701490,1910,7073,2598.0,0.367312314435176
G1701770,1910,8680,2639.0,0.3040322580645161
G1701790,1910,7709,2231.0,0.2894019976650668
G1701810,1910,4468,2097.0,0.4693375111906893
G1701830,1910,17876,3360.0,0.1879615126426493
G1701850,1910,3357,985.0,0.2934167411379207
G1701910,1910,5657,3844.0,0.6795121088916387
G1701930,1910,5336,2209.0,0.4139805097451274
G1702030,1910,4585,1862.0,0.4061068702290076
G1801.00,1910,4773,2191.0,0.4590404357846218
G18035.0,1910,12754,2684.0,0.2104437823427944
G18039.0,1910,12474,2909.0,0.2332050665383998
G18051.0,1910,7024,2641.0,0.375996583143508
G18055.0,1910,8383,2851.0,0.3400930454491232
G18067.0,1910,8155,2171.0,0.2662170447578172
G18069.0,1910,7370,2357.0,0.319810040705563
G18071.0,1910,5888,2412.0,0.4096467391304347
G18073.0,1910,2907,1489.0,0.5122119023047815
G18099.0,1910,5899,2509.0,0.4253263264960162
G1801090,1910,5227,2275.0,0.4352400994834513
G1801190,1910,3306,1720.0,0.5202661826981246
G1801210,1910,5314,1979.0,0.372412495295446
G1801230,1910,3879,1766.0,0.4552719773137406
G1801250,1910,4475,2179.0,0.486927374301676
G1801270,1910,4461,1669.0,0.3741313606814616
G1801290,1910,4998,1998.0,0.3997599039615846
G1801710,1910,2716,1231.0,0.453240058910162
G1801330,1910,5235,2563.0,0.4895893027698185
G1801730,1910,4990,2601.0,0.5212424849699399
G1801750,1910,4122,2404.0,0.5832120329936924
G1801770,1910,11193,2136.0,0.1908335566872152
G1801790,1910,5619,2469.0,0.4394020288307528
G1801810,1910,4235,1884.0,0.4448642266824085
G1801830,1910,4265,1935.0,0.4536928487690504
G1901.00,1910,3384,2031.0,0.600177304964539
G1905.00,1910,3823,2037.0,0.5328276222861626
G1907.00,1910,6602,2006.0,0.3038473189942441
G19011.0,1910,5488,2420.0,0.4409620991253644
G19015.0,1910,6302,2319.0,0.3679784195493494
G19017.0,1910,3683,1841.0,0.4998642411077925
G19019.0,1910,4484,2132.0,0.4754683318465655
G19021.0,1910,3559,1802.0,0.5063220005619556
G19027.0,1910,4252,1927.0,0.4531984948259642
G19029.0,1910,4589,2124.0,0.4628459359337546
G19077.0,1910,4097,2073.0,0.5059799853551379
G19083.0,1910,4982,2038.0,0.4090726615816941
G19085.0,1910,5287,2610.0,0.4936637034234916
G19087.0,1910,4421,1927.0,0.4358742365980547
G19091.0,1910,2677,1288.0,0.481135599551737
G19099.0,1910,6376,2850.0,0.4469887076537013
G1901010,1910,3829,1814.0,0.4737529381039436
G1901030,1910,5936,2371.0,0.3994272237196765
G1901050,1910,4326,1922.0,0.444290337494221
G1901090,1910,4382,2430.0,0.5545413053400274
G1901110,1910,8913,2109.0,0.2366206664422753
G1901130,1910,14466,3359.0,0.2321996405364302
G1901150,1910,3097,1390.0,0.4488214401033258
G1901710,1910,5166,2480.0,0.4800619434765776
G1901750,1910,4014,1512.0,0.3766816143497757
G1901770,1910,3887,1947.0,0.5009004373552869
G1901890,1910,2372,1280.0,0.5396290050590219
G1901810,1910,4416,2308.0,0.5226449275362319
G1901830,1910,4915,2183.0,0.4441505595116989
G1901910,1910,4751,2598.0,0.5468322458429804
G1901930,1910,13896,2768.0,0.1991940126655152
G1901970,1910,3921,1766.0,0.4503953073195613
G2001.00,1910,6474,1810.0,0.2795798578931109
G2003.00,1910,3315,1623.0,0.4895927601809954
G2001010,1910,604,444.0,0.7350993377483444
G20087.0,1910,3721,2127.0,0.5716205321150228
G2001190,1910,1144,744.0,0.6503496503496503
G20089.0,1910,4215,2639.0,0.6260972716488731
G20095.0,1910,2918,1655.0,0.5671692940370117
G20097.0,1910,1350,825.0,0.6111111111111112
G2001110,1910,5861,2478.0,0.4227947449240744
G2001130,1910,4880,2460.0,0.5040983606557377
G2001170,1910,5379,2656.0,0.4937720765941625
G2001350,1910,1301,870.0,0.6687163720215219
G2001270,1910,2806,1579.0,0.5627227369921597
G2002070,1910,2198,1127.0,0.5127388535031847
G2001290,1910,472,443.0,0.9385593220338984
G2001310,1910,4445,2430.0,0.5466816647919011
G2001330,1910,5725,2128.0,0.3717030567685589
G2002050,1910,4621,1843.0,0.3988314217701796
G2002090,1910,23110,1160.0,0.0501947209000432
G2103.00,1910,3254,2212.0,0.6797787338660111
G2107.00,1910,2749,1676.0,0.6096762459076027
G21011.0,1910,3077,1767.0,0.5742606434839129
G2109.00,1910,5455,3973.0,0.7283226397800183
G21019.0,1910,4879,713.0,0.1461365033818405
G21041.0,1910,1966,1033.0,0.5254323499491353
G21023.0,1910,2469,1498.0,0.6067233697853381
G21025.0,1910,3213,2313.0,0.7198879551820728
G21027.0,1910,4587,2960.0,0.6453019402659691
G21029.0,1910,2111,1149.0,0.5442918048318333
G21035.0,1910,4172,3144.0,0.7535953978907
G21091.0,1910,1925,1366.0,0.7096103896103896
G21099.0,1910,3795,2718.0,0.7162055335968379
G2101010,1910,6503,2361.0,0.3630632015992618
G2101070,1910,7518,3088.0,0.4107475392391593
G2101090,1910,2015,1796.0,0.8913151364764268
G2101130,1910,2673,1039.0,0.3887018331462776
G2101350,1910,3544,2478.0,0.6992099322799097
G2101170,1910,16339,1101.0,0.0673847848705551
G2102170,1910,2537,1670.0,0.6582577847851794
G2102390,1910,2833,1021.0,0.3603953406283092
G2102090,1910,3959,1644.0,0.4152563778732003
G2102310,1910,3443,2325.0,0.6752831832704037
G2101990,1910,7335,4424.0,0.6031356509884117
G2102070,1910,2241,1780.0,0.7942882641677822
G2101930,1910,1921,1630.0,0.8485163977095262
G2102030,1910,2851,1739.0,0.6099614170466503
G2102150,1910,1580,1157.0,0.7322784810126582
G2101890,1910,1473,1257.0,0.8533604887983707
G2102190,1910,3649,2060.0,0.5645382296519594
G2102250,1910,4149,1702.0,0.4102193299590262
G2102270,1910,6716,3104.0,0.4621798689696247
G2102350,1910,6206,3081.0,0.4964550435062842
G2201.00,1910,5956,2998.0,0.5033579583613164
G2205.00,1910,4976,1142.0,0.2295016077170418
G2209.00,1910,6516,4107.0,0.6302946593001841
G22055.0,1910,5290,2698.0,0.5100189035916824
G22057.0,1910,6388,1074.0,0.1681277395115842
G22065.0,1910,2845,1370.0,0.4815465729349736
G2201170,1910,3418,1527.0,0.4467524868344061
G2201190,1910,3721,2055.0,0.5522708949207202
G2201250,1910,3001,1313.0,0.4375208263912029
G2303.00,1910,14157,6598.0,0.4660591933319206
G2305.00,1910,26038,3148.0,0.1209002227513633
G2309.00,1910,9238,1849.0,0.2001515479541026
G24039.0,1910,4389,1073.0,0.2444748234221918
G24041.0,1910,11106,2062.0,0.1856654060867999
G2501.00,1910,7882,580.0,0.0735853844201979
G2503.00,1910,22215,2130.0,0.0958811613774476
G25017.0,1910,142199,3792.0,0.0266668541972869
G25021.0,1910,40195,1348.0,0.0335365095161089
G25027.0,1910,83325,5124.0,0.0614941494149414
G2601.00,1910,1189,822.0,0.6913372582001682
G26041.0,1910,5728,952.0,0.1662011173184357
G26043.0,1910,3696,155.0,0.0419372294372294
G26051.0,1910,1858,1130.0,0.6081808396124866
G26061.0,1910,15424,948.0,0.0614626556016597
G26053.0,1910,3627,192.0,0.0529363110008271
G26057.0,1910,7374,3894.0,0.5280716029292107
G26059.0,1910,8263,3938.0,0.4765823550768486
G26067.0,1910,8584,3311.0,0.38571761416589
G26065.0,1910,13110,3175.0,0.2421815408085431
G26079.0,1910,1853,774.0,0.4177010253642741
G26073.0,1910,5400,3068.0,0.5681481481481482
G26075.0,1910,13675,3394.0,0.2481901279707495
G2601070,1910,4792,2541.0,0.5302587646076795
G2601090,1910,4853,1523.0,0.3138264990727385
G2601650,1910,4842,1636.0,0.3378769103676167
G2601210,1910,9423,1783.0,0.1892178711662952
G2601310,1910,1623,334.0,0.2057917436845348
G2601270,1910,4504,2530.0,0.5617229129662522
G2601290,1910,2036,1141.0,0.5604125736738703
G2601330,1910,4216,2274.0,0.5393738140417458
G2601370,1910,1411,508.0,0.3600283486888731
G2601390,1910,10244,4173.0,0.4073604060913706
G2601430,1910,544,212.0,0.3897058823529412
G2601410,1910,2235,991.0,0.443400447427293
G2601630,1910,110240,4142.0,0.0375725689404934
G27031.0,1910,366,155.0,0.4234972677595628
G2707.00,1910,4305,1525.0,0.354239256678281
G2709.00,1910,2141,1192.0,0.5567491826249417
G27033.0,1910,2407,1469.0,0.6103032820938928
G27019.0,1910,3378,1829.0,0.5414446417998816
G27027.0,1910,3580,1627.0,0.4544692737430167
G27053.0,1910,65661,3368.0,0.051293766467157
G27067.0,1910,3721,2082.0,0.5595270088685838
G2701010,1910,2204,1498.0,0.6796733212341198
G27069.0,1910,1806,1076.0,0.5957918050941307
G27073.0,1910,2748,1735.0,0.63136826783115
G2701050,1910,3029,1628.0,0.5374711125784087
G27087.0,1910,649,233.0,0.3590138674884437
G2701070,1910,2472,1515.0,0.6128640776699029
G2701130,1910,1944,932.0,0.4794238683127572
G27099.0,1910,4742,2145.0,0.4523407844791227
G2701270,1910,3543,2130.0,0.6011854360711262
G2701430,1910,3076,1945.0,0.6323146944083224
G2701670,1910,1617,945.0,0.5844155844155844
G2701450,1910,8441,3933.0,0.4659400544959128
G2701710,1910,5817,3515.0,0.604263365996218
G2701570,1910,3919,1646.0,0.4200051033426895
G2701590,1910,1729,922.0,0.5332562174667438
G2701730,1910,2810,1725.0,0.6138790035587188
G2803.00,1910,3695,2189.0,0.5924221921515561
G2807.00,1910,5649,4415.0,0.7815542573906886
G28011.0,1910,12944,9684.0,0.7481458590852905
G28051.0,1910,8345,5434.0,0.651168364289994
G28059.0,1910,3460,447.0,0.1291907514450867
G28047.0,1910,7488,889.0,0.1187232905982905
G28063.0,1910,3881,2599.0,0.6696727647513527
G28065.0,1910,2362,1797.0,0.7607959356477562
G28075.0,1910,9644,3207.0,0.3325383658233098
G28073.0,1910,2241,800.0,0.35698348951361
G28079.0,1910,3496,3103.0,0.8875858123569794
G28081.0,1910,5975,4489.0,0.7512970711297071
G2801250,1910,3804,2152.0,0.5657202944269191
G28085.0,1910,5400,3182.0,0.5892592592592593
G28093.0,1910,5334,4098.0,0.7682789651293588
G2801570,1910,3672,2320.0,0.6318082788671024
G2801490,1910,9618,2736.0,0.2844666250779787
G2801530,1910,2648,1602.0,0.6049848942598187
G2801610,1910,4377,2754.0,0.6291980808773132
G2903.00,1910,3623,2227.0,0.6146839635661054
G2905.00,1910,3179,1506.0,0.4737338785781692
G2907.00,1910,5135,2475.0,0.4819863680623174
G2909.00,1910,5122,2968.0,0.5794611479890668
G29011.0,1910,3947,2262.0,0.5730934887256144
G29013.0,1910,6247,3398.0,0.5439410917240275
G29077.0,1910,14707,3884.0,0.2640919290133949
G29079.0,1910,4136,1708.0,0.4129593810444874
G29093.0,1910,1751,820.0,0.4683038263849229
G29087.0,1910,3420,1724.0,0.504093567251462
G29089.0,1910,3635,1672.0,0.4599724896836313
G29091.0,1910,4530,2706.0,0.5973509933774834
G29095.0,1910,64363,3087.0,0.0479623386106924
G2901470,1910,6737,3603.0,0.5348077779427045
G2901490,1910,3054,1926.0,0.630648330058939
G2901530,1910,2314,1891.0,0.817199654278306
G2901570,1910,2930,1788.0,0.6102389078498294
G2901630,1910,5658,2510.0,0.4436196535878402
G2901810,1910,2661,1740.0,0.6538895152198422
G2901690,1910,2463,1522.0,0.6179455948030856
G2901710,1910,3256,2082.0,0.6394348894348895
G2901730,1910,2750,1662.0,0.6043636363636363
G2901770,1910,4942,2516.0,0.509105625252934
G2901970,1910,2202,1285.0,0.5835603996366939
G2901750,1910,6385,2049.0,0.3209083790133124
G2901890,1910,16969,3364.0,0.1982438564441039
G2905100,1910,149247,427.0,0.0028610290324093
G2901990,1910,2934,1802.0,0.6141785957736878
G2902010,1910,4647,1515.0,0.3260167850225952
G2902050,1910,3677,2141.0,0.5822681533859124
G2902150,1910,4460,3385.0,0.7589686098654709
G2902130,1910,1876,1297.0,0.69136460554371
G2902250,1910,3748,2532.0,0.6755602988260405
G2902270,1910,1850,1163.0,0.6286486486486487
G2902290,1910,3874,2591.0,0.6688177594217862
G3001.00,1910,1455,501.0,0.3443298969072165
G30017.0,1910,2980,1508.0,0.5060402684563758
G3101050,1910,494,364.0,0.7368421052631579
G31095.0,1910,3686,1684.0,0.4568638090070537
G31097.0,1910,2304,1259.0,0.5464409722222222
G31099.0,1910,2072,1251.0,0.6037644787644788
G3101090,1910,16552,3051.0,0.1843281778637022
G3101130,1910,392,304.0,0.7755102040816326
G3101150,1910,525,408.0,0.7771428571428571
G3101230,1910,1168,769.0,0.6583904109589042
G3101290,1910,2863,1538.0,0.5371987425777157
G3101310,1910,4319,2022.0,0.4681639268349155
G3101350,1910,612,415.0,0.6781045751633987
G3101390,1910,2067,1234.0,0.5970004837929366
G3101410,1910,3636,1911.0,0.5255775577557755
G3101430,1910,2417,1350.0,0.5585436491518411
G3101470,1910,4020,1874.0,0.4661691542288557
G3101490,1910,881,611.0,0.6935300794551645
G3101530,1910,1883,818.0,0.43441317047265
G3101570,1910,1987,1019.0,0.5128334172118773
G3101770,1910,2782,1485.0,0.5337886412652768
G3101810,1910,2684,1511.0,0.5629657228017884
G3101670,1910,1528,1058.0,0.6924083769633508
G3101710,1910,356,224.0,0.6292134831460674
G3101830,1910,507,410.0,0.8086785009861933
G3101730,1910,1797,991.0,0.5514746800222593
G33019.0,1910,4899,1268.0,0.2588283323127169
G3409.00,1910,4886,581.0,0.1189111747851002
G3407.00,1910,31553,982.0,0.0311222387728583
G34017.0,1910,111364,225.0,0.0020204015660357
G34021.0,1910,25353,1305.0,0.0514731984380546
G34023.0,1910,22196,1355.0,0.0610470355018922
G34039.0,1910,29014,477.0,0.0164403391466188
G34041.0,1910,10003,1558.0,0.1557532740177946
G3501.00,1910,5641,696.0,0.1233823790108136
G3505.00,1910,4097,1967.0,0.4801073956553576
G3507.00,1910,3805,652.0,0.1713534822601839
G35015.0,1910,2766,1169.0,0.4226319595083153
G35029.0,1910,1020,293.0,0.2872549019607843
G35035.0,1910,1688,655.0,0.3880331753554502
G35037.0,1910,4222,2600.0,0.6158218853623875
G35047.0,1910,5271,1080.0,0.2048947068867387
G35049.0,1910,3539,871.0,0.2461147216727889
G35053.0,1910,3506,939.0,0.2678265830005704
G35055.0,1910,2695,862.0,0.3198515769944341
G36029.0,1910,112415,6625.0,0.0589334163590268
G36055.0,1910,60714,5055.0,0.0832592153374839
G3601030,1910,20747,2211.0,0.1065696245240275
G36013.0,1910,26207,6433.0,0.2454687678864425
G3601090,1910,9227,2512.0,0.2722444998374336
G36041.0,1910,911,321.0,0.3523600439077936
G3601.00,1910,40695,2668.0,0.0655608797149527
G3603.00,1910,11158,4147.0,0.3716615880982254
G36067.0,1910,46379,4963.0,0.1070096379827077
G36081.0,1910,61203,627.0,0.0102445958531444
G36083.0,1910,29242,2982.0,0.1019766089870733
G36053.0,1910,10704,3527.0,0.3295029895366218
G36057.0,1910,12949,1998.0,0.1542976291605529
G36035.0,1910,11879,1615.0,0.1359542048994023
G3601130,1910,7910,1507.0,0.1905183312262958
G36099.0,1910,6401,1849.0,0.2888611154507108
G36017.0,1910,10008,3427.0,0.3424260591526779
G3607.00,1910,19393,3362.0,0.1733615221987315
G3609.00,1910,16491,5020.0,0.3044084652234552
G36011.0,1910,16723,4099.0,0.2451115230520839
G36075.0,1910,18094,5321.0,0.2940753841052282
G3601170,1910,13337,4273.0,0.3203868936042588
G37067.0,1910,9508,2429.0,0.2554690786705932
G3701710,1910,5923,3722.0,0.6283977713996286
G3701750,1910,1408,791.0,0.5617897727272727
G3701930,1910,6006,4440.0,0.7392607392607392
G3701910,1910,7220,3767.0,0.5217451523545706
G3701950,1910,5739,3090.0,0.538421327757449
G37047.0,1910,5478,2805.0,0.5120481927710844
G37097.0,1910,6774,3561.0,0.5256864481842338
G3701010,1910,8212,5467.0,0.6657330735509012
G3701230,1910,2842,1478.0,0.5200562983814215
G3701730,1910,2000,1306.0,0.653
G3701270,1910,6574,3818.0,0.5807727411013082
G3701390,1910,3386,1098.0,0.3242764323685765
G3701290,1910,6942,341.0,0.0491212906943244
G3701110,1910,2674,1458.0,0.5452505609573672
G3701630,1910,5762,4249.0,0.7374175633460603
G37013.0,1910,6468,2460.0,0.3803339517625232
G37025.0,1910,4960,2195.0,0.4425403225806452
G37083.0,1910,7459,3821.0,0.5122670599276042
G37099.0,1910,2434,1637.0,0.6725554642563681
G37085.0,1910,4224,2500.0,0.5918560606060606
G3701770,1910,1060,599.0,0.5650943396226416
G3701890,1910,2606,1990.0,0.7636224098234843
G37015.0,1910,4522,3040.0,0.6722689075630253
G37041.0,1910,2277,879.0,0.3860342555994729
G37063.0,1910,6988,1483.0,0.2122209502003434
G3701210,1910,3274,2079.0,0.6350030543677458
G37065.0,1910,6649,2664.0,0.400661753647165
G3701530,1910,3837,1460.0,0.3805056033359395
G38075.0,1910,1712,1253.0,0.731892523364486
G38081.0,1910,1773,1027.0,0.5792442188381275
G38097.0,1910,2073,982.0,0.4737095996140859
G3801010,1910,5339,2821.0,0.528376100393332
G38017.0,1910,5870,1897.0,0.3231686541737649
G38031.0,1910,1034,546.0,0.528046421663443
G38041.0,1910,1701,1281.0,0.7530864197530864
G38043.0,1910,1542,1210.0,0.7846952010376135
G38077.0,1910,3625,1933.0,0.5332413793103449
G38013.0,1910,2169,1443.0,0.665283540802213
G38053.0,1910,2060,1481.0,0.7189320388349515
G38055.0,1910,3466,2274.0,0.6560877091748413
G38057.0,1910,1004,813.0,0.8097609561752988
G39023.0,1910,16063,2149.0,0.1337857187324908
G39037.0,1910,10501,4941.0,0.470526616512713
G39035.0,1910,137897,3663.0,0.0265633044953842
G3903.00,1910,13090,2682.0,0.2048892284186401
G39047.0,1910,5378,1694.0,0.3149869840089253
G39049.0,1910,50709,3298.0,0.0650377644993985
G39053.0,1910,5643,2683.0,0.4754563175615807
G39061.0,1910,106827,3402.0,0.0318458816591311
G3901510,1910,27891,3921.0,0.1405829837582015
G39063.0,1910,9893,3065.0,0.3098150207217224
G3901130,1910,37620,4270.0,0.1135034556087187
G3901210,1910,4388,2388.0,0.544211485870556
G3901330,1910,7886,3035.0,0.3848592442302815
G3901350,1910,6373,2914.0,0.4572414875254982
G3901450,1910,10517,2435.0,0.231529903965009
G3901470,1910,10626,3013.0,0.2835497835497835
G3901490,1910,5919,2392.0,0.4041223179591147
G39085.0,1910,5605,1597.0,0.2849241748438894
G39091.0,1910,7794,2572.0,0.3299974339235309
G3901150,1910,4154,2065.0,0.4971112181030332
G3901310,1910,3473,1869.0,0.5381514540742873
G3901010,1910,8450,1940.0,0.229585798816568
G3905.00,1910,6266,2380.0,0.3798276412384296
G39013.0,1910,16712,3092.0,0.1850167544279559
G39015.0,1910,6169,3375.0,0.5470902901604798
G39025.0,1910,7731,3188.0,0.4123658000258698
G39027.0,1910,6074,2179.0,0.3587421797826803
G39081.0,1910,13325,1658.0,0.1244277673545966
G39087.0,1910,8371,2412.0,0.2881376179667901
G40067.0,1910,3338,1621.0,0.4856201318154584
G40069.0,1910,3346,1896.0,0.56664674237896
G40093.0,1910,3259,2213.0,0.6790426511199754
G40097.0,1910,2819,1720.0,0.6101454416459737
G4001010,1910,10902,3139.0,0.2879288203999266
G4001070,1910,3977,2380.0,0.5984410359567514
G40023.0,1910,4442,1962.0,0.4416929311121116
G40025.0,1910,1401,1157.0,0.8258386866523911
G40031.0,1910,8626,4921.0,0.5704845814977973
G4001150,1910,3444,1632.0,0.4738675958188153
G4001170,1910,3861,2142.0,0.5547785547785548
G40021.0,1910,3283,1998.0,0.6085897045385318
G40085.0,1910,1998,1339.0,0.6701701701701702
G40089.0,1910,4133,1945.0,0.470602467940963
G4001270,1910,2031,816.0,0.4017725258493353
G4001490,1910,4890,3518.0,0.7194274028629857
G40035.0,1910,3532,2058.0,0.5826727066817667
G40057.0,1910,2132,1691.0,0.7931519699812383
G40075.0,1910,5810,3411.0,0.5870912220309811
G40077.0,1910,2447,747.0,0.3052717613404168
G4001290,1910,2778,2392.0,0.8610511159107271
G4001350,1910,4955,3270.0,0.6599394550958627
G4001430,1910,7211,1734.0,0.240465954791291
G4001370,1910,4374,2828.0,0.6465477823502515
G4001410,1910,3885,2423.0,0.6236808236808237
G40059.0,1910,1985,1723.0,0.8680100755667506
G40049.0,1910,5059,3104.0,0.613559992093299
G4001390,1910,3734,2839.0,0.7603106588109266
G4001310,1910,3787,1754.0,0.4631634539213097
G40011.0,1910,4055,2108.0,0.5198520345252774
G41015.0,1910,538,264.0,0.4907063197026022
G41045.0,1910,2031,819.0,0.4032496307237814
G41069.0,1910,569,335.0,0.5887521968365553
G41060.0,1910,3587,1157.0,0.3225536660161695
G41065.0,1910,3327,1136.0,0.341448752629997
G41071.0,1910,4450,1925.0,0.4325842696629213
G41053.0,1910,3204,1350.0,0.4213483146067415
G41063.0,1910,1894,985.0,0.5200633579725449
G4203.00,1910,197334,3834.0,0.0194289884155796
G42097.0,1910,22720,2233.0,0.0982834507042253
