gisjoin,year,n_heads,n_farmers,share_farmers_fc
G0107.00,1870,1429,716.0,0.5010496850944717
G01067.0,1870,2637,1753.0,0.664770572620402
G01073.0,1870,2244,1304.0,0.5811051693404634
G01079.0,1870,3497,2018.0,0.5770660566199599
G01087.0,1870,4401,685.0,0.1556464439900022
G05017.0,1870,1631,191.0,0.1171060698957694
G05027.0,1870,2044,948.0,0.4637964774951076
G05033.0,1870,1774,470.0,0.2649379932356257
G05037.0,1870,910,429.0,0.4714285714285714
G05039.0,1870,991,578.0,0.5832492431886983
G05049.0,1870,939,719.0,0.7657082002129926
G05053.0,1870,728,531.0,0.7293956043956044
G05057.0,1870,2154,1508.0,0.7000928505106778
G05059.0,1870,956,642.0,0.6715481171548117
G05065.0,1870,1233,1001.0,0.8118410381184104
G05071.0,1870,1631,918.0,0.562844880441447
G05073.0,1870,1821,1547.0,0.8495332235035694
G05093.0,1870,697,382.0,0.5480631276901005
G05097.0,1870,547,427.0,0.7806215722120659
G0501030,1870,2583,960.0,0.3716608594657375
G0501050,1870,474,305.0,0.6434599156118144
G0501130,1870,580,466.0,0.803448275862069
G0501170,1870,1061,361.0,0.3402450518378888
G0501190,1870,6463,1886.0,0.2918149466192171
G0501250,1870,715,502.0,0.7020979020979021
G0501270,1870,1408,1156.0,0.8210227272727273
G0501430,1870,2966,2001.0,0.674645987862441
G0601.00,1870,3919,972.0,0.2480224547078336
G0603.00,1870,192,53.0,0.2760416666666667
G0607.00,1870,2875,637.0,0.2215652173913043
G0609.00,1870,2854,393.0,0.1377014716187806
G08041.0,1870,216,77.0,0.3564814814814814
G08043.0,1870,254,59.0,0.2322834645669291
G08047.0,1870,1276,39.0,0.030564263322884
G08049.0,1870,66,2.0,0.0303030303030303
G08059.0,1870,527,220.0,0.4174573055028463
G08069.0,1870,211,151.0,0.7156398104265402
G0801230,1870,395,198.0,0.5012658227848101
G0905.00,1870,10164,3515.0,0.3458284140102322
G0909.00,1870,24595,3186.0,0.1295385240902622
G1201210,1870,748,172.0,0.2299465240641711
G1201230,1870,247,188.0,0.7611336032388664
G1201330,1870,488,232.0,0.4754098360655737
G13011.0,1870,952,331.0,0.3476890756302521
G13029.0,1870,1006,449.0,0.4463220675944334
G13035.0,1870,1361,727.0,0.5341660543717854
G13039.0,1870,1017,439.0,0.431661750245821
G13051.0,1870,6201,416.0,0.0670859538784067
G13053.0,1870,1115,181.0,0.1623318385650224
G13055.0,1870,1190,705.0,0.592436974789916
G13057.0,1870,2049,745.0,0.3635919960956564
G13059.0,1870,2142,325.0,0.1517273576097105
G13063.0,1870,1056,391.0,0.3702651515151515
G13065.0,1870,718,419.0,0.5835654596100278
G13069.0,1870,509,335.0,0.6581532416502947
G13073.0,1870,2837,638.0,0.2248854423686993
G13093.0,1870,2169,562.0,0.2591055786076533
G13095.0,1870,2541,135.0,0.0531286894923258
G1301010,1870,357,190.0,0.5322128851540616
G1301050,1870,1573,597.0,0.3795295613477432
G1301070,1870,978,533.0,0.5449897750511248
G1301110,1870,992,610.0,0.6149193548387096
G1301150,1870,3062,851.0,0.2779229261920313
G1301170,1870,1500,563.0,0.3753333333333333
G1301190,1870,1441,568.0,0.3941707147814018
G1301250,1870,543,213.0,0.3922651933701657
G1301290,1870,1671,537.0,0.3213644524236984
G1302650,1870,880,240.0,0.2727272727272727
G1302670,1870,821,584.0,0.7113276492082826
G1302690,1870,1573,501.0,0.3184996821360458
G1302710,1870,505,238.0,0.4712871287128712
G1302730,1870,2452,509.0,0.2075856443719412
G1302750,1870,3034,799.0,0.2633487145682268
G1302850,1870,4124,760.0,0.1842870999030068
G1302890,1870,1748,288.0,0.1647597254004576
G1302910,1870,940,834.0,0.8872340425531915
G1302930,1870,1814,430.0,0.237045203969129
G1302950,1870,1823,789.0,0.4328030718595721
G1302970,1870,2279,958.0,0.4203598069328653
G1302990,1870,366,170.0,0.4644808743169399
G1303010,1870,2081,514.0,0.2469966362325805
G1303050,1870,367,197.0,0.5367847411444142
G1303110,1870,801,275.0,0.3433208489388265
G1303130,1870,1830,834.0,0.4557377049180328
G1303150,1870,406,242.0,0.5960591133004927
G1303210,1870,728,444.0,0.6098901098901099
G16049.0,1870,209,8.0,0.0382775119617224
G16069.0,1870,338,41.0,0.1213017751479289
G16071.0,1870,459,189.0,0.4117647058823529
G16079.0,1870,248,2.0,0.0080645161290322
G17035.0,1870,2222,1203.0,0.5414041404140414
G17037.0,1870,4418,2628.0,0.5948392937980986
G17043.0,1870,3057,1507.0,0.4929669610729473
G1701790,1870,5124,2627.0,0.5126854020296643
G1701810,1870,3216,2025.0,0.6296641791044776
G1701830,1870,5579,3446.0,0.6176734181753002
G1701850,1870,1721,838.0,0.4869262056943637
G1701910,1870,3583,2464.0,0.6876918783142618
G1701930,1870,3278,1929.0,0.5884685784014643
G1702030,1870,3542,2120.0,0.598531902879729
G17065.0,1870,2316,1711.0,0.7387737478411054
G17069.0,1870,967,584.0,0.6039296794208894
G17073.0,1870,6724,3302.0,0.491076740035693
G17099.0,1870,11422,4866.0,0.4260199614778497
G1701010,1870,2259,1464.0,0.648074369189907
G1701070,1870,4094,2377.0,0.5806057645334636
G1701150,1870,4788,2485.0,0.5190058479532164
G1701190,1870,8066,3289.0,0.4077609719811554
G1701110,1870,4668,2514.0,0.538560411311054
G1701130,1870,9530,4520.0,0.4742917103882476
G1801590,1870,2338,1548.0,0.6621043627031651
G1801630,1870,6252,1441.0,0.2304862444017914
G1801710,1870,1896,1012.0,0.5337552742616034
G1801730,1870,3265,2080.0,0.6370597243491577
G1801750,1870,3436,1878.0,0.5465657741559954
G1801770,1870,6762,2127.0,0.3145519077196095
G1801790,1870,2653,1856.0,0.6995853750471165
G1801810,1870,2023,1273.0,0.6292634700939199
G1801830,1870,2704,1490.0,0.5510355029585798
G1801210,1870,3437,2035.0,0.5920861216176898
G1801230,1870,2671,1188.0,0.4447772369898914
G1801250,1870,2609,1895.0,0.7263319279417402
G1801270,1870,2697,1382.0,0.5124212087504635
G1801290,1870,3518,2097.0,0.5960773166571915
G1801330,1870,3932,1938.0,0.4928789420142421
G1801350,1870,4480,2765.0,0.6171875
G1801370,1870,3855,2087.0,0.5413748378728923
G1801470,1870,3347,2074.0,0.6196593964744548
G1809.00,1870,1170,743.0,0.635042735042735
G18067.0,1870,2888,1596.0,0.5526315789473685
G18069.0,1870,3564,2070.0,0.5808080808080808
G18071.0,1870,3527,1967.0,0.557697760136093
G18073.0,1870,1118,844.0,0.7549194991055456
G18079.0,1870,3088,1836.0,0.594559585492228
G18085.0,1870,4511,2612.0,0.579029040124141
G18087.0,1870,2775,1675.0,0.6036036036036037
G18091.0,1870,5186,2145.0,0.4136135750096413
G18093.0,1870,2723,1525.0,0.5600440690414984
G18095.0,1870,4256,2294.0,0.5390037593984962
G1901.00,1870,714,591.0,0.8277310924369747
G1905.00,1870,3119,1989.0,0.6377043924334722
G1907.00,1870,2896,2081.0,0.7185773480662984
G19011.0,1870,4069,2803.0,0.6888670434996313
G19099.0,1870,4097,2617.0,0.6387600683426897
G1901010,1870,3190,2211.0,0.6931034482758621
G1901030,1870,4394,2319.0,0.5277651342740101
G1901050,1870,3657,2288.0,0.6256494394312277
G1901090,1870,692,355.0,0.5130057803468208
G1901110,1870,6600,2387.0,0.3616666666666667
G1901130,1870,5595,2981.0,0.5327971403038427
G1901150,1870,2460,1448.0,0.5886178861788618
G1901290,1870,1501,843.0,0.5616255829447035
G1901330,1870,667,389.0,0.5832083958020989
G1901350,1870,2258,1514.0,0.6705048715677591
G1901370,1870,1017,635.0,0.6243854473942969
G1901510,1870,339,303.0,0.8938053097345132
G1901570,1870,2784,1812.0,0.6508620689655172
G1901710,1870,3084,2120.0,0.6874189364461738
G1901750,1870,1049,666.0,0.6348903717826502
G1901770,1870,3331,1807.0,0.5424797358150706
G2103.00,1870,1803,1362.0,0.7554076539101497
G2107.00,1870,2240,1629.0,0.7272321428571429
G2109.00,1870,2864,1760.0,0.6145251396648045
G21011.0,1870,1585,951.0,0.6
G21019.0,1870,1420,482.0,0.3394366197183098
G21023.0,1870,2115,1371.0,0.64822695035461
G21025.0,1870,914,588.0,0.6433260393873085
G21027.0,1870,2427,1375.0,0.5665430572723527
G21029.0,1870,1244,639.0,0.5136655948553055
G21035.0,1870,1639,1278.0,0.7797437461866992
G21041.0,1870,1005,519.0,0.5164179104477612
G21045.0,1870,1596,1165.0,0.7299498746867168
G21053.0,1870,1124,733.0,0.652135231316726
G21055.0,1870,1648,1139.0,0.6911407766990292
G21057.0,1870,1345,970.0,0.7211895910780669
G21061.0,1870,798,708.0,0.8872180451127819
G21065.0,1870,1578,905.0,0.573510773130545
G21069.0,1870,2097,1231.0,0.587029089175012
G21073.0,1870,2229,831.0,0.3728129205921938
G21075.0,1870,1234,462.0,0.3743922204213938
G21077.0,1870,904,474.0,0.5243362831858407
G21083.0,1870,3453,2003.0,0.5800752968433246
G21087.0,1870,1638,982.0,0.5995115995115995
G21089.0,1870,2042,720.0,0.3525954946131244
G21091.0,1870,1159,778.0,0.6712683347713546
G21093.0,1870,2585,1512.0,0.5849129593810445
G21095.0,1870,790,640.0,0.810126582278481
G2101890,1870,640,541.0,0.8453125
G2101930,1870,749,730.0,0.9746328437917224
G2101990,1870,3076,2437.0,0.7922626788036411
G2102010,1870,953,705.0,0.7397691500524659
G2102030,1870,1266,951.0,0.7511848341232228
G2102070,1870,1129,874.0,0.7741364038972542
G2102090,1870,1690,905.0,0.5355029585798816
G2102130,1870,1746,762.0,0.436426116838488
G2102150,1870,728,434.0,0.5961538461538461
G2102170,1870,1410,994.0,0.7049645390070922
G2102190,1870,2219,926.0,0.4173050923839567
G2102250,1870,2223,1107.0,0.4979757085020243
G2102270,1870,3484,1789.0,0.5134902411021814
G2102310,1870,1842,1483.0,0.8051031487513572
G2102350,1870,1525,1266.0,0.8301639344262295
G2102390,1870,1287,293.0,0.2276612276612276
G2101170,1870,6838,738.0,0.1079262942380813
G2205.00,1870,2573,399.0,0.1550719005052468
G2209.00,1870,2605,675.0,0.2591170825335892
G22021.0,1870,959,357.0,0.3722627737226277
G22023.0,1870,282,189.0,0.6702127659574468
G22035.0,1870,2686,1841.0,0.6854058078927774
G22025.0,1870,1667,506.0,0.3035392921415716
G22037.0,1870,3045,1556.0,0.5110016420361247
G2201170,1870,554,434.0,0.7833935018050542
G2201250,1870,2341,136.0,0.0580948312686885
G23029.0,1870,8009,1722.0,0.2150081158696466
G23031.0,1870,12656,4543.0,0.3589601769911504
G2303.00,1870,5052,3450.0,0.6828978622327792
G2305.00,1870,16899,4576.0,0.2707852535652997
G2309.00,1870,7423,2241.0,0.3018995015492388
G2407.00,1870,1627,507.0,0.3116164720344191
G24019.0,1870,8351,2466.0,0.2952939767692492
G24023.0,1870,3270,1042.0,0.3186544342507645
G24027.0,1870,2380,515.0,0.2163865546218487
G24029.0,1870,3019,1192.0,0.3948327260682345
G24033.0,1870,2250,776.0,0.3448888888888889
G24039.0,1870,2378,670.0,0.2817493692178301
G24035.0,1870,3026,685.0,0.2263714474553866
G24041.0,1870,6380,1464.0,0.2294670846394984
G2501.00,1870,7810,686.0,0.0878361075544174
G2503.00,1870,12588,3136.0,0.2491261518906895
G25017.0,1870,52614,4594.0,0.0873151632645303
G25021.0,1870,18236,1889.0,0.103586312787892
G25027.0,1870,39532,6471.0,0.1636901750480623
G2601.00,1870,129,29.0,0.2248062015503876
G2609.00,1870,386,310.0,0.8031088082901554
G26015.0,1870,4475,2898.0,0.6475977653631285
G26017.0,1870,2742,281.0,0.1024799416484318
G26019.0,1870,524,341.0,0.6507633587786259
G26021.0,1870,7247,2807.0,0.3873326893887125
G2601630,1870,22853,3728.0,0.1631295672340611
G2601650,1870,163,63.0,0.3865030674846625
G27053.0,1870,5344,1758.0,0.3289670658682634
G27067.0,1870,434,333.0,0.7672811059907834
G27073.0,1870,33,32.0,0.9696969696969696
G27079.0,1870,2140,1593.0,0.744392523364486
G27099.0,1870,1846,1197.0,0.6484290357529794
G2701010,1870,80,76.0,0.95
G2701050,1870,33,30.0,0.9090909090909092
G27069.0,1870,22,4.0,0.1818181818181818
G2701270,1870,431,295.0,0.6844547563805105
G2701290,1870,742,665.0,0.8962264150943396
G2701390,1870,1867,1321.0,0.7075522228173541
G2701430,1870,1271,1044.0,0.8214004720692368
G2701450,1870,2814,2006.0,0.7128642501776831
G2701490,1870,53,44.0,0.8301886792452831
G2701570,1870,2759,1420.0,0.5146792316056542
G2701590,1870,3,1.0,0.3333333333333333
G2701670,1870,85,66.0,0.7764705882352941
G2701710,1870,1826,1287.0,0.7048192771084337
G2707.00,1870,20,0.0,0.0
G2709.00,1870,348,92.0,0.264367816091954
G27019.0,1870,2046,1554.0,0.7595307917888563
G27023.0,1870,389,341.0,0.8766066838046273
G27027.0,1870,24,16.0,0.6666666666666666
G27033.0,1870,196,190.0,0.9693877551020408
G27037.0,1870,2805,1759.0,0.6270944741532977
G27049.0,1870,4025,2370.0,0.5888198757763975
G27051.0,1870,81,77.0,0.9506172839506172
G27039.0,1870,1574,1104.0,0.7013977128335451
G27041.0,1870,963,834.0,0.8660436137071651
G27043.0,1870,1955,1424.0,0.7283887468030691
G27045.0,1870,4524,3026.0,0.6688770999115826
G2801490,1870,6331,2021.0,0.3192228715842679
G2801530,1870,803,440.0,0.547945205479452
G2801570,1870,1984,432.0,0.2177419354838709
G2801610,1870,2420,586.0,0.2421487603305785
G28019.0,1870,2991,2332.0,0.7796723503844868
G28021.0,1870,2345,1177.0,0.5019189765458422
G28031.0,1870,885,695.0,0.7853107344632768
G28033.0,1870,5763,4096.0,0.7107409335415582
G28047.0,1870,1001,143.0,0.1428571428571428
G28049.0,1870,5931,1500.0,0.2529084471421345
G28051.0,1870,4226,2028.0,0.4798864174159962
G28059.0,1870,918,192.0,0.2091503267973856
G28063.0,1870,2957,510.0,0.1724721001014541
G29047.0,1870,2768,1668.0,0.6026011560693642
G29049.0,1870,2348,1503.0,0.6401192504258943
G29051.0,1870,1656,618.0,0.3731884057971014
G29055.0,1870,1484,1123.0,0.7567385444743935
G29065.0,1870,1115,865.0,0.7757847533632287
G29071.0,1870,5228,3015.0,0.5767023718439174
G29077.0,1870,3617,2028.0,0.5606856510920653
G29079.0,1870,1912,1434.0,0.75
G29085.0,1870,1147,888.0,0.7741935483870968
G29087.0,1870,2006,1019.0,0.5079760717846461
G29089.0,1870,2548,1344.0,0.5274725274725275
G29091.0,1870,760,627.0,0.825
G29093.0,1870,1153,346.0,0.3000867302688638
G29095.0,1870,9275,2450.0,0.2641509433962264
G2901010,1870,4419,2442.0,0.5526137135098439
G2901050,1870,1705,1161.0,0.6809384164222874
G2901070,1870,3770,1840.0,0.4880636604774536
G2901090,1870,2342,1757.0,0.7502134927412468
G2901110,1870,2637,1519.0,0.5760333712552143
G2901130,1870,2790,1912.0,0.6853046594982078
G2901670,1870,2139,1731.0,0.8092566619915849
G2901690,1870,843,390.0,0.4626334519572954
G2901710,1870,2082,1682.0,0.8078770413064361
G2901730,1870,1792,1371.0,0.7650669642857143
G2901750,1870,2590,1675.0,0.6467181467181468
G2901770,1870,3156,1801.0,0.570659062103929
G2901810,1870,632,492.0,0.7784810126582279
G2901210,1870,4298,2676.0,0.6226151698464402
G29043.0,1870,1248,542.0,0.4342948717948718
G2901970,1870,1591,1177.0,0.7397862979258328
G2901990,1870,1890,1444.0,0.764021164021164
G2902010,1870,1277,661.0,0.5176194205168363
G2902050,1870,1808,1100.0,0.6084070796460177
G2901890,1870,62002,2936.0,0.0473533111835102
G33019.0,1870,4173,2091.0,0.501078360891445
G3301.00,1870,4137,1717.0,0.415035049552816
G3407.00,1870,8804,1112.0,0.1263062244434348
G3409.00,1870,1926,390.0,0.2024922118380062
G34017.0,1870,24892,252.0,0.0101237345331833
G34021.0,1870,8872,1390.0,0.1566726780883679
G35047.0,1870,3929,454.0,0.1155510307966403
G35049.0,1870,2176,434.0,0.1994485294117647
G35053.0,1870,1475,712.0,0.4827118644067796
G35055.0,1870,2722,1038.0,0.3813372520205731
G3607.00,1870,9319,4050.0,0.4345959866938512
G3609.00,1870,9380,5009.0,0.5340085287846482
G36011.0,1870,12417,4738.0,0.3815736490295562
G36013.0,1870,12879,5909.0,0.4588089137355384
G36017.0,1870,8884,4298.0,0.4837910850968032
G36029.0,1870,33480,7380.0,0.2204301075268817
G36049.0,1870,5865,3321.0,0.5662404092071611
G36053.0,1870,9336,3854.0,0.4128106255355612
G36067.0,1870,21199,5303.0,0.2501533091183546
G36069.0,1870,9303,3898.0,0.419004622164893
G36075.0,1870,16442,6225.0,0.378603576207274
G36079.0,1870,3158,906.0,0.2868904369854338
G36081.0,1870,13977,2407.0,0.1722114903055019
G36083.0,1870,19598,3495.0,0.1783345239310133
G3601070,1870,6803,2998.0,0.4406879317947964
G3601090,1870,6989,2972.0,0.4252396623265131
G3601170,1870,10301,4370.0,0.4242306572177458
G3701.00,1870,2278,1216.0,0.533801580333626
G3703.00,1870,1282,776.0,0.6053042121684867
G3705.00,1870,658,564.0,0.8571428571428571
G37057.0,1870,3529,1825.0,0.5171436667611221
G37059.0,1870,1879,932.0,0.4960085151676424
G3701130,1870,1200,951.0,0.7925
G3701170,1870,2031,680.0,0.3348104382077794
G3701110,1870,1168,619.0,0.5299657534246576
G3701210,1870,840,712.0,0.8476190476190476
G3701230,1870,1244,954.0,0.7668810289389068
G3701250,1870,2358,1431.0,0.6068702290076335
G3701270,1870,2205,1071.0,0.4857142857142857
G3701290,1870,5062,583.0,0.1151718688265507
G3701330,1870,1434,701.0,0.4888423988842399
G3701390,1870,1521,436.0,0.2866535174227482
G3701470,1870,3321,1464.0,0.4408310749774164
G3701530,1870,2283,898.0,0.3933420937363118
G3701630,1870,2807,1523.0,0.5425721410758817
G3701690,1870,1864,783.0,0.4200643776824034
G3701710,1870,2055,1288.0,0.6267639902676398
G3701750,1870,667,531.0,0.7961019490254873
G3701770,1870,818,532.0,0.6503667481662592
G3701870,1870,1277,796.0,0.6233359436178544
G3701890,1870,964,675.0,0.700207468879668
G3701910,1870,3580,908.0,0.2536312849162011
G3701930,1870,2877,2163.0,0.7518248175182481
G3701950,1870,2413,684.0,0.2834645669291338
G3901670,1870,7604,3090.0,0.4063650710152551
G3903.00,1870,4441,2192.0,0.4935825264580049
G3905.00,1870,4347,2232.0,0.5134575569358178
G39011.0,1870,3765,2027.0,0.5383798140770253
G39015.0,1870,5758,2524.0,0.4383466481417158
G39023.0,1870,5901,1576.0,0.2670733773936621
G39025.0,1870,6666,2680.0,0.402040204020402
G39027.0,1870,4195,1790.0,0.4266984505363528
G39035.0,1870,25114,3391.0,0.1350242892410607
G39037.0,1870,6229,3108.0,0.4989564938192326
G39061.0,1870,48073,2946.0,0.0612818005949285
G39063.0,1870,4544,2634.0,0.5796654929577465
G39069.0,1870,2661,1639.0,0.615933859451334
G39079.0,1870,3922,1476.0,0.376338602753697
G39085.0,1870,3454,1526.0,0.4418066010422698
G39087.0,1870,5631,1236.0,0.219499200852424
G39091.0,1870,4522,1891.0,0.4181777974347633
G3901010,1870,3093,1627.0,0.5260265114775299
G3901090,1870,6416,2132.0,0.3322942643391521
G3901150,1870,3950,1858.0,0.470379746835443
G3901590,1870,3712,2027.0,0.5460668103448276
G3901630,1870,2773,1094.0,0.3945185719437432
G3901730,1870,4820,0.0,0.0
G3901750,1870,3491,0.0,0.0
G4107.00,1870,312,104.0,0.3333333333333333
G4109.00,1870,192,103.0,0.5364583333333334
G41015.0,1870,143,72.0,0.5034965034965035
G41029.0,1870,1072,419.0,0.3908582089552239
G41033.0,1870,313,100.0,0.3194888178913738
G41053.0,1870,861,528.0,0.6132404181184669
G41059.0,1870,625,431.0,0.6896
G41060.0,1870,606,368.0,0.6072607260726073
G41065.0,1870,602,287.0,0.4767441860465116
G41071.0,1870,897,636.0,0.7090301003344481
G4201070,1870,21296,1623.0,0.0762114951164538
G4201110,1870,5027,2328.0,0.4630992639745375
G4201130,1870,1121,748.0,0.6672613737734165
G4201230,1870,4707,1783.0,0.3787975355852985
G4203.00,1870,46715,4006.0,0.0857540404580969
G4205.00,1870,7679,3093.0,0.4027868212006771
G4207.00,1870,6695,2038.0,0.3044062733383121
G4209.00,1870,5246,2356.0,0.4491040792985131
G42013.0,1870,6731,1093.0,0.162383004011291
G42017.0,1870,12855,5028.0,0.3911318553092182
G42019.0,1870,6507,3815.0,0.5862916858767481
G42025.0,1870,4970,467.0,0.093963782696177
G42051.0,1870,7881,0.0,0.0
G42097.0,1870,7840,635.0,0.0809948979591836
G42099.0,1870,4862,1691.0,0.3477992595639654
G4201010,1870,116271,1125.0,0.0096756714916015
G42053.0,1870,656,0.0,0.0
G42047.0,1870,1367,0.0,0.0
G42055.0,1870,8670,0.0,0.0
G42057.0,1870,1716,0.0,0.0
G42063.0,1870,6785,3447.0,0.5080324244657333
G42067.0,1870,3093,1181.0,0.3818299385709667
G42091.0,1870,15726,4260.0,0.2708889736741701
G45011.0,1870,7370,2449.0,0.3322930800542741
G45013.0,1870,8330,5662.0,0.6797118847539015
G45019.0,1870,17031,2516.0,0.1477306088896717
G45025.0,1870,2327,1092.0,0.4692737430167598
G45027.0,1870,2891,2395.0,0.8284330681425113
G45029.0,1870,5788,2665.0,0.4604353835521769
G45031.0,1870,5547,2933.0,0.5287542815936542
G45037.0,1870,8116,1748.0,0.2153770330211927
G45039.0,1870,4075,1399.0,0.3433128834355828
G45045.0,1870,4223,2122.0,0.5024863840871419
G45051.0,1870,2129,1428.0,0.6707374354156881
G45057.0,1870,2436,1016.0,0.4170771756978653
G45059.0,1870,4509,2240.0,0.4967842093590596
G45063.0,1870,2555,1231.0,0.4818003913894325
G45067.0,1870,4595,1536.0,0.3342763873775843
G45079.0,1870,5301,1005.0,0.189586870401811
G4701750,1870,510,219.0,0.4294117647058823
G4701770,1870,2089,959.0,0.4590713259932982
G4701790,1870,2807,1281.0,0.456359102244389
G4701810,1870,1905,1313.0,0.689238845144357
G4701870,1870,4035,2243.0,0.5558859975216852
G4701890,1870,4202,2490.0,0.592574964302713
G4701.00,1870,1530,940.0,0.6143790849673203
G4703.00,1870,4165,1604.0,0.3851140456182473
G4709.00,1870,2541,1034.0,0.4069264069264069
G47017.0,1870,3312,1799.0,0.5431763285024155
G47019.0,1870,1386,658.0,0.4747474747474747
G47029.0,1870,2344,1283.0,0.5473549488054608
G47035.0,1870,587,436.0,0.7427597955706985
G47045.0,1870,2500,1831.0,0.7324
G47047.0,1870,5006,2754.0,0.5501398322013584
G4701570,1870,13306,4144.0,0.3114384488200811
G47057.0,1870,2232,1118.0,0.5008960573476703
G4801810,1870,2600,1559.0,0.5996153846153847
G4801850,1870,2569,1990.0,0.7746204748929545
G4801870,1870,1138,831.0,0.7302284710017575
G4801990,1870,305,173.0,0.5672131147540984
G4802010,1870,3250,638.0,0.1963076923076923
G4802130,1870,1175,496.0,0.4221276595744681
G4802210,1870,500,315.0,0.63
G4802250,1870,1412,670.0,0.4745042492917847
G4802390,1870,385,135.0,0.3506493506493506
G4802510,1870,810,598.0,0.7382716049382716
G4802570,1870,1168,892.0,0.7636986301369864
G4802590,1870,279,181.0,0.6487455197132617
G4802650,1870,184,135.0,0.7336956521739131
G4803270,1870,61,17.0,0.2786885245901639
G4802710,1870,177,31.0,0.1751412429378531
G4802850,1870,1499,1054.0,0.7031354236157439
G4802890,1870,1245,653.0,0.5244979919678715
G4802970,1870,144,79.0,0.5486111111111112
G4803110,1870,37,22.0,0.5945945945945946
G4803150,1870,2025,213.0,0.1051851851851851
G4803230,1870,332,37.0,0.1114457831325301
G4804630,1870,153,73.0,0.477124183006536
G4805070,1870,22,12.0,0.5454545454545454
G4803070,1870,26,19.0,0.7307692307692307
G4803090,1870,2238,1029.0,0.4597855227882037
G4803310,1870,1622,996.0,0.6140567200986436
G4803370,1870,165,126.0,0.7636363636363637
G4803390,1870,1220,1010.0,0.8278688524590164
G4803490,1870,1565,1185.0,0.7571884984025559
G4803510,1870,407,219.0,0.538083538083538
G4803550,1870,765,151.0,0.1973856209150326
G4801310,1870,218,71.0,0.3256880733944954
G4803630,1870,11,8.0,0.7272727272727273
G4803730,1870,1547,621.0,0.4014221073044602
G4803770,1870,148,20.0,0.1351351351351351
G4803910,1870,398,125.0,0.314070351758794
G4804030,1870,614,479.0,0.7801302931596091
G4804050,1870,659,454.0,0.6889226100151745
G4804090,1870,110,52.0,0.4727272727272727
G4804110,1870,200,133.0,0.665
G4804190,1870,1011,869.0,0.8595450049455984
G4804230,1870,2943,895.0,0.3041114509004417
G4804270,1870,734,120.0,0.1634877384196185
G4804530,1870,2244,554.0,0.2468805704099821
G4804550,1870,674,365.0,0.5415430267062314
G4804570,1870,818,564.0,0.6894865525672371
G4804690,1870,887,438.0,0.4937993235625704
G4804710,1870,1590,556.0,0.3496855345911949
G4804790,1870,519,36.0,0.0693641618497109
G4804810,1870,736,65.0,0.0883152173913043
G4804910,1870,1076,423.0,0.3931226765799256
G4804970,1870,268,198.0,0.7388059701492538
G4804990,1870,1438,889.0,0.6182197496522949
G4801.00,1870,1597,1138.0,0.7125860989355041
G50011.0,1870,5802,2367.0,0.4079627714581179
G50015.0,1870,2670,1544.0,0.5782771535580524
G50017.0,1870,5298,3190.0,0.6021140052850132
G50025.0,1870,5810,3008.0,0.5177280550774527
G50027.0,1870,7967,4133.0,0.5187649052340906
G51031.0,1870,4848,834.0,0.172029702970297
G5101.00,1870,3347,1207.0,0.3606214520466089
G5103.00,1870,5021,1121.0,0.2232622983469428
G51013.0,1870,3394,103.0,0.0303476723629935
G5105.00,1870,598,195.0,0.3260869565217391
G5109.00,1870,2642,869.0,0.3289174867524602
G51011.0,1870,1897,520.0,0.2741170268845546
G51015.0,1870,4551,1489.0,0.3271808393759613
G51019.0,1870,4377,1659.0,0.3790267306374228
G51021.0,1870,656,308.0,0.4695121951219512
G51029.0,1870,2605,825.0,0.3166986564299424
G51033.0,1870,2679,1161.0,0.4333706606942889
G51035.0,1870,1640,1091.0,0.6652439024390244
G51036.0,1870,998,390.0,0.3907815631262525
G51037.0,1870,2737,687.0,0.2510047497259773
G51043.0,1870,969,312.0,0.3219814241486068
G51045.0,1870,495,262.0,0.5292929292929293
G51047.0,1870,2102,623.0,0.2963843958135109
G51093.0,1870,1518,709.0,0.4670619235836627
G51097.0,1870,1562,464.0,0.2970550576184379
G5101030,1870,929,413.0,0.4445640473627557
G5101070,1870,3116,1064.0,0.3414634146341463
G5101110,1870,1954,702.0,0.3592630501535312
G5101250,1870,2620,683.0,0.2606870229007633
G5101270,1870,869,260.0,0.2991944764096663
G5101290,1870,8985,966.0,0.1075125208681135
G5101310,1870,1414,443.0,0.3132956152758133
G5101370,1870,2015,535.0,0.2655086848635236
G5101410,1870,1832,1049.0,0.5725982532751092
G5101450,1870,1256,355.0,0.2826433121019108
G53015.0,1870,135,75.0,0.5555555555555556
G53049.0,1870,202,57.0,0.2821782178217821
G53059.0,1870,30,9.0,0.3
G53067.0,1870,604,213.0,0.3526490066225166
G53069.0,1870,57,7.0,0.1228070175438596
G53071.0,1870,1137,648.0,0.5699208443271768
G53077.0,1870,114,46.0,0.4035087719298245
G55025.0,1870,9308,5119.0,0.5499570262140094
G55027.0,1870,8636,4923.0,0.5700555812876331
G55029.0,1870,885,478.0,0.5401129943502825
G55031.0,1870,231,8.0,0.0346320346320346
G55039.0,1870,8459,4071.0,0.4812625605863577
G55047.0,1870,2592,1393.0,0.5374228395061729
G55055.0,1870,6497,3283.0,0.505310143142989
G55059.0,1870,2381,1204.0,0.505669886602268
G55061.0,1870,1955,1414.0,0.7232736572890025
G55063.0,1870,3609,1322.0,0.3663064560820172
G55065.0,1870,4032,2153.0,0.5339781746031746
